isin,ticker,name,yahoo_symbol,yahoo_name
LU2573967036,LEMA,Amundi Core MSCI Emerging Markets Swap UCITS ETF Acc,LEMA.DE,Amundi Core MSCI Emerging Markets Swap UCITS ETF Acc
IE00B52SF786,SXR2,iShares MSCI Canada UCITS ETF (Acc),SXR2.DE,iShares VII PLC - iShares MSCI Canada ETF USD Acc
IE00BNRQM384,EQQX,Invesco Nasdaq-100 Swap UCITS ETF Acc,EQQX.DE,Invesco NASDAQ-100 Swap UCITS ETF Acc
IE00BF4G6Z54,JREM,JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREM.DE,JPMorgan ETFs (Ireland) ICAV - Global Emerging Markets Research Enh Idx Eq Active UCITS ETF USD Acc
LU1291097779,EMKX,BNP Paribas Easy MSCI Emerging Min TE UCITS ETF,EMKX.DE,BNP Paribas Easy MSCI Emerging Min TE UCITS ETF EUR Cap
LU1681038243,6AQQ,Amundi Nasdaq-100 Swap UCITS ETF EUR Acc,6AQQ.DE,Amundi Index Solutions - Amundi Nasdaq-100 Swap ETF EUR Acc
IE00BHZPJ122,EEDM,iShares MSCI EM ESG Enhanced CTB UCITS ETF USD (Dist),EEDM.L,iShares MSCI EM CTB Enhanced ESG UCITS ETF USD Inc
LU0659580079,XMK9,Xtrackers MSCI Japan UCITS ETF 4C - EUR Hedged,XMK9.DE,Xtrackers MSCI Japan UCITS ETF 4C EUR Hedged
IE00BM67HX07,XDPG,Xtrackers S&P 500 UCITS ETF 2C - GBP Hedged,XDPG.L,Xtrackers S&P 500 UCITS ETF 2C - GBP Hedged
IE00BFF5RX68,QDV2,iShares Edge MSCI USA Value Factor UCITS ETF USD (Dist),IUVD.L,iShares Edge MSCI USA Value Factor UCITS ETF USD (Dist)
IE00B988C465,AYEY,iShares Global High Yield Corp Bond CHF Hedged UCITS ETF (Dist),0Y3O.L,ISHARES US & INTL HIGH YIELD CO
LU2133056387,JNHD,Amundi Core MSCI Japan UCITS ETF EUR Hedged Dist,JNHD.DE,Amundi Core MSCI Japan UCITS ETF EUR Hedged Dist
IE000MCVFK47,XGBE,Xtrackers EUR Corporate Green Bond UCITS ETF 1C,XGBE.DE,Xtrackers EUR Corporate Green Bond UCITS ETF 1C
LU0328476410,DX2Z,Xtrackers S&P Select Frontier Swap UCITS ETF 1C,DX2Z.DE,Xtrackers S&P Select Frontier Swap UCITS ETF
IE00B622SG73,PJSD,PIMCO Sterling Short Maturity UCITS ETF Dist,QUID.L,PIMCO Sterling Short Maturity UCITS ETF
IE00BCHWNQ94,XDWY,Xtrackers MSCI World Screened UCITS ETF 1D,XDWY.DE,Xtrackers MSCI World Screened UCITS ETF 1D
IE00BJ5JP659,CEBQ,iShares MSCI World Industrials Sector Advanced UCITS ETF USD (Dist),WINS.AS,iShares MSCI World Industrials Sector Advanced UCITS ETF USD Inc
LU1681043672,XAMZ,Amundi MSCI World Swap UCITS ETF USD Acc,CW8U.PA,Amundi Index Solutions - Amundi MSCI World Swap UCITS ETF USD Acc
LU1681039217,A4HU,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged USD,JPHU.PA,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C USD Hedged
IE00BD34DL14,USPG,UBS Core S&P 500 UCITS ETF hGBP dis,,
IE00BDF12W49,WTD8,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WTD8.DE,WisdomTree Emerging Markets Equity Income UCITS ETF - Acc
IE00BYQ00Y50,UB0A,UBS Core MSCI USA UCITS ETF hGBP acc,,
IE000F37PGZ3,V3RF,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Distributing,V3RF.DE,Vanguard Funds PLC - Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Distributing
IE00BKM4GZ66,IS3N,iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IS3N.DE,iShares Core MSCI EM IMI UCITS ETF USD (Acc)
IE00B53SZB19,SXRV,iShares Nasdaq 100 UCITS ETF (Acc),SXRV.DE,iShares NASDAQ 100 UCITS ETF USD (Acc)
IE00BTJRMP35,XMME,Xtrackers MSCI Emerging Markets UCITS ETF 1C,XMME.DE,Xtrackers MSCI Emerging Markets UCITS ETF 1C
IE000QDFFK00,ANAV,BNP Paribas Easy II NASDAQ 100 UCITS ETF USD Acc,ANAV.DE,BNP PARIBAS EASY II Nasdaq 100 UCITS ETF USD Acc
IE00BMFKG444,XNAS,Xtrackers Nasdaq 100 UCITS ETF 1C,XNAS.DE,Xtrackers NASDAQ 100 UCITS ETF 1C
IE000KCS7J59,H4Z3,HSBC MSCI Emerging Markets UCITS ETF USD (Acc),H4Z3.DE,HSBC MSCI Emerging Markets UCITS ETF
IE000E7EI9P0,WELU,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (A),WELU.DE,Amundi ETF ICAV - Amundi S&P World Information Technology Screened UCITS ETF Acc
LU1681049109,H1D5,Amundi S&P 500 Swap UCITS ETF EUR Hedged Acc,H1D5.DE,Amundi Index Solutions - Amundi S&P 500 Swap UCITS ETF EUR Hedged Acc
IE00BQN1K786,CEMR,iShares Edge MSCI Europe Momentum Factor UCITS ETF,CEMR.DE,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
LU2300295123,PRAM,Amundi Prime Emerging Markets UCITS ETF DR (C),PRAM.DE,Amundi Prime Emerging Markets UCITS ETF DR (C)
DE000ETFL573,D6RQ,Deka MSCI USA Climate Change ESG UCITS ETF,D6RQ.DE,Deka MSCI USA Climate Change ESG CTB UCITS ETF
IE00BDR55703,AWSR,UBS MSCI ACWI Socially Responsible UCITS ETF hUSD acc,AWSRIW.SW,UBS MSCI ACWI Socially Responsible UCITS ETF USD acc
IE000GWA2J58,XEMD,Xtrackers MSCI Emerging Markets UCITS ETF 1D,XEMD.DE,Xtrackers MSCI Emerging Markets UCITS ETF 1D
IE00BQQ3Q067,WTEI,WisdomTree Emerging Markets Equity Income UCITS ETF,WTEI.DE,WisdomTree Emerging Markets Equity Income UCITS ETF
IE00BFMXZJ56,VJPU,Vanguard FTSE Japan UCITS ETF USD Hedged Accumulating,VJPU.L,Vanguard FTSE Japan UCITS ETF USD Hedged Accumulation
IE000GEHNQU9,WELL,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (D),WELL.DE,Amundi ETF ICAV - Amundi S&P World Information Technology Screened UCITS ETF Dist
IE000K54GGV6,JUHC,JPMorgan US Research Enhanced Index Equity Active UCITS ETF CHF Hedged (acc),JUHC.SW,JPMorgan ETFs (Ireland) ICAV - US Research Enhanced Index Equity Active UCITS ETF - CHF Hedged (acc)
IE00BG13YJ64,IS0U,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Dist),IEMD.L,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Dist)
IE00BPVLQF37,XDNG,Xtrackers MSCI Japan Screened UCITS ETF 2D - GBP Hedged,XDNG.L,Xtrackers MSCI Japan Screened UCITS ETF 2D GBP Hedged
IE00BVGC6751,N4US,Invesco JPX-Nikkei 400 USD Hedged UCITS ETF,N4US.L,Invesco JPX-Nikkei 400 UCITS ETF (USD Hdg)
IE00BFNNN012,CODO,WisdomTree AT1 CoCo Bond UCITS ETF USD Hedged,CODO.L,WisdomTree AT1 CoCo Bond UCITS ETF - USD Hedged
IE00B8HGT870,PCFP,WisdomTree Gold 3x Daily Leveraged,3GOL.MI,WisdomTree Gold 3x Daily Leveraged
IE00B0M63177,IQQE,iShares MSCI EM UCITS ETF (Dist),IQQE.DE,iShares MSCI EM UCITS ETF USD (Dist)
IE00B4L5YC18,EUNM,iShares MSCI EM UCITS ETF (Acc),EUNM.DE,iShares MSCI EM UCITS ETF USD (Acc)
DE000A0F5UF5,EXXT,iShares Nasdaq 100 UCITS ETF (DE),EXXT.DE,iShares NASDAQ-100 UCITS ETF (DE)
LU1681045370,AMEM,Amundi MSCI Emerging Markets Swap UCITS ETF EUR Acc,AMEM.DE,Amundi Index Solutions - Amundi MSCI Emerging Markets Swap UCITS ETF EUR Acc
IE00BFZXGZ54,EQQB,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,EQQB.DE,Invesco EQQQ NASDAQ-100 UCITS ETF Acc
FR0011550185,ESEE,BNP Paribas Easy S&P 500 UCITS ETF EUR,ESEE.DE,BNP Paribas Easy S&P 500 UCITS ETF EUR C
IE000COQKPO9,N1ES,Invesco Nasdaq-100 ESG UCITS ETF Acc,N1ES.DE,Invesco Markets II plc - Invesco NASDAQ-100 ESG UCITS ETF
IE00B469F816,SPYM,State Street SPDR MSCI Emerging Markets UCITS ETF USD,SPYM.DE,State Street SPDR MSCI Emerging Markets UCITS ETF
IE00BK5BCD43,XMLD,L&G Artificial Intelligence UCITS ETF,XMLD.DE,L&G Artificial Intelligence UCITS ETF
LU1681045453,X9I1,Amundi MSCI Emerging Markets Swap UCITS ETF USD Acc,AUEM.PA,Amundi Index Solutions - Amundi MSCI Emerging Markets Swap UCITS ETF USD Acc
IE00BKSBGS44,FUSR,Fidelity US Equity Research Enhanced UCITS ETF ACC-USD,FUSR.DE,Fidelity US Equity Research Enhanced UCITS ETF USD Acc
LU2197908721,NADQ,Amundi Core Nasdaq-100 Swap UCITS ETF Dist,NADQ.DE,Amundi Core Nasdaq-100 Swap UCITS ETF Dist
DE000A0Q4R02,EXH9,iShares STOXX Europe 600 Utilities UCITS ETF (DE),EXH9.DE,iShares STOXX Europe 600 Utilities UCITS ETF (DE)
LU0292107645,XMEM,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C,XMEM.DE,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C
IE00BKWQ0P07,SPYU,State Street SPDR MSCI Europe Utilities UCITS ETF EUR,SPYU.DE,State Street SPDR MSCI Europe Utilities UCITS ETF
IE00BFWXDV39,FVSJ,Franklin FTSE Asia ex China ex Japan UCITS ETF,FVSJ.DE,Franklin FTSE Asia ex China ex Japan UCITS ETF
IE00BYVTMS52,EQEU,Invesco Nasdaq-100 UCITS ETF EUR Hedged,EQEU.DE,Invesco EQQQ NASDAQ-100 UCITS ETF (EUR Hdg)
IE00B3SC9K16,MUUSAS,UBS MSCI USA SF UCITS ETF USD acc,0Y07.L,UBS ETFS PLC - MSCI USA SF UCIT
LU1681038326,10A4,Amundi Nasdaq-100 Swap UCITS ETF USD Acc,ANXU.PA,Amundi Index Solutions - Amundi Nasdaq-100 Swap ETF USD Acc
IE000LYBU7X5,H41D,HSBC MSCI World Value Screened UCITS ETF USD (Acc),H41D.DE,HSBC MSCI World Value Screened UCITS ETF USD Acc
IE00B4JY5R22,S5USAS,UBS S&P 500 SF UCITS ETF USD acc,S5USAS.SW,UBS S&P 500 SF UCITS ETF USD acc
LU1681041460,MJMT,Amundi MSCI Europe Momentum Factor UCITS ETF EUR (C),MJMT.DE,Amundi Index Solutions - Amundi MSCI Europe Momentum Factor UCITS ETF-C
IE00BM67HJ62,XDEX,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C,XDEX.DE,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C
IE00BG47J908,JGSA,JPMorgan GBP Ultra-Short Income UCITS ETF GBP (Acc),JGSA.L,JPM GBP Ultra-Short Income Active ETF GBP Acc
IE000P4AYI47,XCTW,Xtrackers MSCI World Climate Transition UCITS ETF 1C,XCTW.DE,Xtrackers MSCI World Climate Transition UCITS ETF 1C USD
LU1324517454,SBEMA,UBS BBG USD EM Sovereign UCITS ETF USD acc,SBEMA.SW,UBS BBG USD EM Sovereign UCITS ETF USD acc
LU1135865084,LYP5,Amundi Core S&P 500 Swap UCITS ETF Acc,LYP5.DE,Amundi Core S&P 500 Swap UCITS ETF Acc
IE00BM67HT60,XDWT,Xtrackers MSCI World Information Technology UCITS ETF 1C,XDWT.DE,Xtrackers MSCI World Information Technology UCITS ETF 1C
LU0496786574,LYPS,Amundi Core S&P 500 Swap UCITS ETF EUR Dist,LYPS.DE,Amundi Core S&P 500 Swap UCITS ETF EUR Dist
IE00BYVQ9F29,NQSE,iShares Nasdaq 100 UCITS ETF EUR Hedged Acc,NQSE.DE,iShares VII PLC - iShares NASDAQ 100 UCITS ETF
IE00BYTRRD19,SPFT,State Street SPDR MSCI World Technology UCITS ETF USD,SPFT.DE,State Street SPDR MSCI World Technology UCITS ETF USD Acc
IE00B4M7GH52,IBCJ,iShares MSCI Poland UCITS ETF USD (Acc),IBCJ.DE,iShares V PLC - iShares MSCI Poland UCITS ETF
IE00B27YCP72,IUSE,iShares MSCI Emerging Markets Islamic UCITS ETF,ISDE.L,iShares MSCI EM Islamic UCITS ETF USD (Dist)
IE00BG04LZ52,XD9C,Xtrackers MSCI USA UCITS ETF 3C CHF Hedged,XD9C.SW,Xtrackers MSCI USA UCITS ETF 3C - CHF Hedged
IE00BYYXBF44,EHDL,Invesco FTSE EM High Dividend Low Volatility UCITS ETF,EHDL.DE,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF
FR0011550680,ESEA,BNP Paribas Easy S&P 500 UCITS ETF,ESEA.DE,BNP Paribas Easy S&P 500 UCITS ETF
LU1834988864,LUTI,Amundi STOXX Europe 600 Utilities UCITS ETF Acc,LUTI.DE,Lyxor Index Fund - Lyxor Stoxx Europe 600 Utilities UCITS ETF Acc
LU1169822779,JPUSD,UBS Core MSCI Japan UCITS ETF hUSD acc,JPUSD.SW,UBS Core MSCI Japan UCITS ETF hUSD acc
IE00B8KMSQ34,XDPC,Xtrackers S&P 500 UCITS ETF 3C CHF hedged,XDPC.SW,Xtrackers S&P 500 UCITS ETF 3C - CHF Hedged
IE00BN4Q0P93,AW14,UBS MSCI ACWI Climate Paris Aligned UCITS ETF USD acc,AW14.DE,UBS MSCI ACWI Climate Paris Aligned UCITS ETF USD acc
LU1681037948,10A1,Amundi Japan Topix UCITS ETF Daily Hedged USD,TPHU.PA,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C USD Hedged
IE000Q0IU5T1,WDTE,Invesco S&P World Information Technology ESG UCITS ETF Acc,WDTE.DE,Invesco Markets II plc - Invesco S&P World Information Technology ESG UCITS ETF Acc
IE000T5R61X5,ESPB,Invesco MSCI USA Universal Screened UCITS ETF GBP Hedged Acc,ESPB.L,Invesco MSCI USA Universal Screened UCITS ETF GBP Accumulation
BGMACMB06181,MKK1,Expat Macedonia MBI10 UCITS ETF,MKK1.DE,Expat Macedonia Mbi10 Ucits Etf
IE00BFNM3G45,SGAS,iShares MSCI USA Screened UCITS ETF USD (Acc),SGAS.DE,iShares MSCI USA Screened UCITS ETF USD (Acc)
IE00BMTX1Y45,I500,iShares S&P 500 Swap UCITS ETF USD (Acc),I500.DE,iShares S&P 500 Swap UCITS ETF
IE00BHZRR030,FLXK,Franklin FTSE Korea UCITS ETF,FLXK.DE,Franklin FTSE Korea UCITS ETF
IE00B5SSQT16,H410,HSBC MSCI Emerging Markets UCITS ETF USD,H410.DE,HSBC MSCI Emerging Markets UCITS ETF
LU1681048804,AUM5,Amundi S&P 500 Swap UCITS ETF EUR Acc,AUM5.DE,Amundi Index Solutions - Amundi S&P 500 Swap UCITS ETF EUR Acc
IE00BGQYRS42,XUTC,Xtrackers MSCI USA Information Technology UCITS ETF 1D,XUTC.DE,Xtrackers MSCI USA Information Technology UCITS ETF 1D
IE00BFNM3H51,SLUS,iShares MSCI USA Screened UCITS ETF USD (Dist),SLUS.DE,iShares MSCI USA Screened UCITS ETF USD (Dist)
IE00BJ5JNY98,AYEW,iShares MSCI World Information Technology Sector Advanced UCITS ETF USD (Dist),AYEW.DE,iShares MSCI World Information Technology Sector Advanced UCITS ETF USD Inc
IE00BDR55927,AW1R,UBS MSCI ACWI Socially Responsible UCITS ETF hEUR acc,AW1R.DE,UBS MSCI ACWI Socially Responsible UCITS ETF hEUR acc
LU2611731824,CD91,Amundi NYSE Arca Gold Bugs UCITS ETF Dist,CD91.DE,Amundi Index Solutions - Amundi NYSE Arca Gold BUGS UCITS ETF USD Distributing
IE00BD34DB16,SP500S,UBS Core S&P 500 UCITS ETF hCHF acc,SP500S.SW,UBS Core S&P 500 UCITS ETF hCHF acc
DE000ETFL094,EL4I,Deka MSCI USA Large Cap UCITS ETF,EL4I.DE,Deka MSCI USA LC UCITS ETF
LU1324516480,SBEG,UBS BBG USD EM Sovereign UCITS ETF hGBP dis,,
IE00BYV1YF22,FEUG,Fidelity Global Quality Income UCITS ETF INC-GBP (hedged),FGQP.L,Fidelity Global Quality Income UCITS ETF GBP Hedged Inc
IE00BDZCKK11,QVMP,Invesco S&P 500 QVM UCITS ETF,QVMP.DE,Invesco S&P 500 QVM UCITS ETF
IE000W080FK3,H41F,HSBC MSCI Emerging Markets Small Cap Screened UCITS ETF USD (Acc),H41F.DE,HSBC MSCI Emerging Markets Small Cap Screened UCITS ETF USD Acc
LU2082999215,LUTL,Amundi STOXX Europe 600 Utilities UCITS ETF Dist,LUTL.DE,Multi Units Luxembourg - Amundi STOXX Europe 600 Utilities UCITS ETF Inc
IE00B3YCGJ38,P500,Invesco S&P 500 UCITS ETF Acc,P500.DE,Invesco S&P 500 UCITS ETF
IE0031442068,IUSA,iShares Core S&P 500 UCITS ETF USD (Dist),IUSA.DE,iShares Core S&P 500 UCITS ETF USD Dist
IE0032077012,EQQQ,Invesco EQQQ Nasdaq-100 UCITS ETF,EQQQ.DE,Invesco EQQQ NASDAQ-100 UCITS ETF
IE00B60SX170,SC0H,Invesco MSCI USA UCITS ETF,SC0H.DE,Invesco MSCI USA UCITS ETF
IE00BH4GPZ28,SPPY,State Street SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),SPPY.DE,State Street SPDR S&P 500 Leaders UCITS ETF
IE0002W8NB38,N810,iShares MSCI USA Swap UCITS ETF USD (Acc),MUSD.AS,iShares MSCI USA Swap UCITS ETF USD (Acc)
LU1437017350,10AF,Amundi Core MSCI Emerging Markets UCITS ETF Acc,AEME.PA,Amundi Index Solutions - Amundi Core MSCI Emerging Markets UCITS ETF Accumulation
IE00BHZPJ569,EDMW,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),EDMW.DE,iShares MSCI World CTB Enhanced ESG UCITS ETF USD Acc
IE00BKS7L097,5ESG,Invesco S&P 500 Scored & Screened UCITS ETF Acc,5ESG.DE,Invesco S&P 500 Scored & Screened ETF Acc
LU2581375073,XUSW,Xtrackers MSCI USA Swap UCITS ETF 1D,XUSW.DE,Xtrackers MSCI USA Swap UCITS ETF 1D
LU0533033667,LYPG,Amundi MSCI World Information Technology UCITS ETF EUR Acc,LYPG.DE,Amundi MSCI World Information Technology UCITS ETF EUR Acc
IE000D3BWBR2,I50D,iShares S&P 500 Swap UCITS ETF USD (Dist),I500.DE,iShares S&P 500 Swap UCITS ETF
IE00BHXMHL11,4UBQ,UBS S&P 500 Scored & Screened UCITS ETF USD acc,4UBQ.DE,UBS S&P 500 Scored & Screened UCITS ETF USD acc
IE00016PSX47,MWOP,Amundi MSCI World ESG Selection UCITS ETF Acc,MWOP.DE,Amundi MSCI World ESG Selection UCITS ETF ACC
LU2109787049,SBIM,Amundi MSCI Emerging Markets ESG Broad Transition UCITS ETF DR (C),SBIM.DE,Amundi MSCI Emerging Markets ESG Broad Transition - UCITS ETF DR (C)
IE00BFXR5Q31,ETLS,L&G US Equity UCITS ETF,ETLS.DE,L&G US Equity UCITS ETF
LU1737652583,AEMD,Amundi Core MSCI Emerging Markets UCITS ETF EUR Dist,AEMD.DE,Amundi Index Solutions - Amundi Core MSCI Emerging Markets UCITS ETF EUR Distribution
IE00BDR55471,AW1P,UBS MSCI ACWI Socially Responsible UCITS ETF USD acc,AW1P.DE,UBS MSCI ACWI Socially Responsible UCITS ETF hUSD acc
IE00BHXMHN35,5ESGS,UBS S&P 500 Scored & Screened UCITS ETF hCHF acc,S5SG.DE,UBS S&P 500 Scored & Screened UCITS ETF hEUR acc
IE00BHXMHK04,S5SD,UBS S&P 500 Scored & Screened UCITS ETF USD dis,S5SD.DE,UBS S&P 500 Scored & Screened UCITS ETF USD dis
IE000R9FA4A0,ZA30,iShares S&P 500 Scored and Screened UCITS ETF USD (Acc),ZA30.DE,iShares S&P 500 Scored and Screened UCITS ETF USD (Acc)
IE0000VX9GN7,IN0A,BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF Acc,IN0A.DE,BNP PARIBAS Easy ICAV - BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF UCITS ETF USD CAP
XS2427355958,WSPX,WisdomTree S&P 500,VIXL.MI,WisdomTree S&P 500 VIX Short-Term Futures 2.25x Daily Leveraged
LU2277591868,AEMU,Amundi Core MSCI Emerging Markets UCITS ETF USD Dist,AEMU.L,Amundi Index Solutions - Amundi Core MSCI Emerging Markets UCITS ETF USD Distribution
IE0007ULOZS8,XZSP,Xtrackers S&P 500 Scored & Screened UCITS ETF 1C,XZSP.DE,Xtrackers S&P 500 Scored & Screened UCITS ETF 1C
LU0292104899,XS6R,Xtrackers MSCI Europe Utilities Screened UCITS ETF 1C,XS6R.DE,Xtrackers MSCI Europe Utilities Screened UCITS ETF 1C
IE00BRB36B93,XDNE,Xtrackers MSCI Japan Screened UCITS ETF 3C - EUR Hedged,XDNE.DE,Xtrackers MSCI Japan Screened UCITS ETF 3C EUR Hedged
IE000XIBT2R7,LVLE,Invesco Global Active Defensive ESG Equity UCITS ETF EUR PfHdg Acc,LVLE.DE,Invesco Markets II plc - Invesco Global Active Defensive ESG Equity UCITS ETF EUR PfHedged Acc
IE000U1MQKJ2,IWQE,iShares MSCI World Quality Factor Advanced UCITS ETF USD (Acc),IWQE.MI,iShares MSCI World Quality Factor Advanced UCITS ETF USD (Acc)
IE000QGWZZO0,JJEH,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF EUR Hedged (acc),JJEH.DE,JPMorgan ETFs (Ireland) ICAV - Japan Research Enhanced Index Equity Active UCITS ETF EUR Hedged (acc
IE00BLCHJ641,PAVU,Global X U.S. Infrastructure Development UCITS ETF USD Distributing,PAVU.L,Global X U.S. Infrastructure Development UCITS ETF USD Dis
IE00BMG8GR03,FGQC,Fidelity Global Quality Income UCITS ETF INC-CHF (hedged),FGQC.SW,Fidelity Global Quality Income UCITS ETF CHF Hedged Inc
IE00BLSN7X94,S5EG,UBS S&P 500 ESG Elite UCITS ETF hGBP dis,S5EG.L,UBS S&P 500 ESG Elite UCITS ETF hGBP dis
IE00B5BMR087,SXR8,iShares Core S&P 500 UCITS ETF USD (Acc),SXR8.DE,iShares Core S&P 500 UCITS ETF USD (Acc)
IE00B6YX5C33,SPY5,State Street SPDR S&P 500 UCITS ETF USD Unhedged (Dist),SPY5.DE,State Street SPDR S&P 500 UCITS ETF
IE00B5KQNG97,H4ZF,HSBC S&P 500 UCITS ETF USD,H4ZF.DE,HSBC S&P 500 UCITS ETF
IE00BFNM3P36,AYEM,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),AYEM.DE,iShares MSCI EM IMI Screened UCITS ETF USD (Acc)
LU0274210672,XMUS,Xtrackers MSCI USA Swap UCITS ETF 1C,XMUS.DE,Xtrackers MSCI USA Swap UCITS ETF 1C
LU2009147757,XSXD,Xtrackers S&P 500 Swap UCITS ETF 1D,XSXD.DE,Xtrackers S&P 500 Swap UCITS ETF 1D
LU0490618542,D5BM,Xtrackers S&P 500 Swap UCITS ETF 1C,D5BM.DE,Xtrackers S&P 500 Swap UCITS ETF 1C
IE00B52SFT06,SXR4,iShares MSCI USA UCITS ETF (Acc),SXR4.DE,iShares VII PLC - iShares MSCI USA ETF USD Acc
FR0011550177,ESAP,BNP Paribas Easy S&P 500 UCITS ETF USD (Acc),ESAP.DE,BNP Paribas Easy S&P 500 UCITS ETF
IE00BQQP9F84,G2X,VanEck Gold Miners UCITS ETF,G2X.DE,VanEck Gold Miners UCITS ETF
IE000FSN19U2,WEBH,Amundi Core MSCI USA UCITS ETF Acc,WEBH.DE,Amundi Core MSCI USA UCITS ETF Acc
IE00BKX55R35,VNRT,Vanguard FTSE North America UCITS ETF (USD) Distributing,VNRT.DE,Vanguard FTSE North America UCITS ETF
IE00BD4TXS21,4UBB,UBS Core MSCI USA UCITS ETF USD acc,4UBB.DE,UBS Core MSCI USA UCITS ETF USD acc
IE00BYYW2V44,SPPE,State Street SPDR S&P 500 UCITS ETF EUR Hedged,SPPE.DE,State Street SPDR S&P 500 UCITS ETF EUR Acc H
IE00B3B8Q275,IUS6,iShares Euro Covered Bond UCITS ETF,IUS6.DE,iShares € Covered Bond UCITS ETF EUR (Dist)
IE00BD45KH83,IBC3,iShares Core MSCI Emerging Markets IMI UCITS ETF,IBC3.DE,iShares Core MSCI EM IMI UCITS ETF
IE00BFNM3N12,OM3Y,iShares MSCI EM IMI Screened UCITS ETF USD (Dist),OM3Y.DE,iShares MSCI EM IMI Screened UCITS ETF USD (Dist)
IE00B77D4428,UBU3,UBS Core MSCI USA UCITS ETF USD dis,UBU3.DE,UBS Core MSCI USA UCITS ETF USD dis
IE00BJ06C044,JRUD,JPMorgan US Research Enhanced Index Equity Active UCITS ETF USD (dist),JRUD.DE,JPMorgan ETFs (Ireland) ICAV - US Research Enhanced Index Equity Active UCITS ETF - USD (dist)
FR0010429068,LYM7,Amundi MSCI Emerging Markets Swap II UCITS ETF EUR Acc,LYM7.DE,Amundi MSCI Emerging Markets Swap II UCITS ETF EUR Acc
IE00B0M63391,IQQK,iShares MSCI Korea UCITS ETF (Dist),IQQK.DE,iShares MSCI Korea UCITS ETF USD (Dist)
IE00B5W4TY14,CEBJ,iShares MSCI Korea UCITS ETF (Acc),CSKR.MI,iShares VII PLC - iShares MSCI Korea ETF USD Acc
IE000JZ473P7,H4ZN,HSBC S&P 500 UCITS ETF USD (Acc),H4ZN.DE,HSBC S&P 500 UCITS ETF
IE0009YQE5W1,JUKC,JPMorgan UK Equity Core UCITS ETF GBP (acc),JUKC.L,JPMorgan ETFs (Ireland) ICAV - UK Equity Core Active UCITS ETF GBP Acc
IE00BKY58G26,H4Z2,HSBC Asia Pacific Ex Japan Screened Equity UCITS ETF USD,H4Z2.DE,HSBC Asia Pacific Ex Japan Screened Equity UCITS ETF
IE0004J37T45,IN0B,BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF EUR Acc,IN0B.DE,BNP PARIBAS Easy ICAV - BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF UCITS ETF EUR CAP
IE00B3Z0X395,H4Z9,HSBC MSCI Korea Capped UCITS ETF USD,HKOR.MI,HSBC MSCI KOREA CAPPED UCITS ETF
IE00BK1PV445,XD9D,Xtrackers MSCI USA UCITS ETF 1D,XD9D.DE,Xtrackers MSCI USA UCITS ETF 1D
FR0010435297,LNY4,Amundi MSCI Emerging Markets Swap II UCITS ETF USD Acc,LYLEM.SW,Amundi MSCI Emerging Markets Swap II UCITS ETF USD Acc
LU1953136287,ASRT,BNP Paribas Easy EUR Corporate Bond SRI PAB UCITS ETF Dist,ASRT.DE,BNP Paribas Easy EUR Corp Bond SRI PAB UCITS ETF Distribution
IE000P1WR081,HSAX,HSBC Asia Pacific Ex Japan Screened Equity UCITS ETF USD (Dist),,
IE000ST40PX8,ES6Y,L&G Cyber Security Innovation UCITS ETF USD Acc,ES6Y.DE,L&G Cyber Security Innovation UCITS ETF USD Accumulating
LU1655103726,OP5H,Ossiam Bloomberg Japan PAB NR UCITS ETF H1C (EUR Hedged),OP5H.DE,OSSIAM MSCI JAPAN NR 1C Hedged Index EUR
IE0005042456,IUSZ,iShares Core FTSE 100 UCITS ETF GBP (Dist),IUSZ.DE,iShares Core FTSE 100 UCITS ETF GBP (Dist)
IE00BJ0KDR00,XD9U,Xtrackers MSCI USA UCITS ETF 1C,XD9U.DE,Xtrackers MSCI USA UCITS ETF 1C
