isin,ticker,name,yahoo_symbol,yahoo_name
IE00BZ163H91,VGEB,Vanguard EUR Eurozone Government Bond UCITS ETF Distributing,VGEB.DE,Vanguard EUR Eurozone Government Bond UCITS ETF
LU1931975152,PR1R,Amundi Prime Euro Government Bond UCITS ETF Dist,PR1R.DE,Amundi Index Solutions - Amundi Prime Euro Government Bond UCITS ETF Dist
LU2089238898,PRAR,Amundi Prime Euro Government Bond UCITS ETF Acc,PRAR.DE,Amundi Index Solutions - Amundi Prime Euro Government Bond UCITS ETF Acc
IE00BYV12Y75,SYBR,State Street SPDR Bloomberg 1-10 Year U.S. Corporate Bond UCITS ETF USD Unhedged (Dist),SYBR.DE,State Street SPDR Bloomberg 1-10 Year U.S. Corporate Bond UCITS ETF
IE00B3S5XW04,SYBB,State Street SPDR Bloomberg Euro Government Bond UCITS ETF EUR Unhedged (Dist),SYBB.DE,State Street SPDR Bloomberg Euro Government Bond UCITS ETF
IE00BZBW4Z27,UIND,First Trust US Equity Income UCITS ETF Dist,UIND.L,First Trust US Equity Income UCITS ETF Class A
IE00B8GF1M35,SPYJ,State Street SPDR Dow Jones Global Real Estate UCITS ETF USD Unhedged (Dist),SPYJ.DE,State Street SPDR Dow Jones Global Real Estate UCITS ETF
IE00BDD48R20,VUSC,Vanguard USD Corporate 1-3 Bond UCITS ETF Distributing,VUSC.DE,Vanguard USD Corporate 1-3 year Bond UCITS ETF
GB00BLD4ZN31,XRRL,CoinShares Physical XRP,,
IE00B5WHFQ43,CEBG,iShares MSCI Mexico Capped UCITS ETF (Acc),CEBG.DE,iShares VII PLC - iShares MSCI Mexico Capped ETF USD Acc
IE000WIQIPT2,CBUL,iShares USD TIPS 0-5 UCITS ETF EUR Hedged (Dist),CBUL.DE,iShares $ TIPS 0-5 UCITS ETF
LU1598688189,LGWT,Amundi MSCI Europe Growth UCITS ETF Dist,LGWT.DE,Amundi Index Solutions - Amundi MSCI Europe Growth UCITS ETF Dist
IE00BP9F2H18,PM9J,PIMCO Advantage US Low Duration Corporate Bond UCITS ETF (Dist),LDCU.MI,PIMCO Advantage Low Duration US Corporate Bond Source Ucits ETF USD Inc
IE0005QL4147,UEDA,iShares USD Ultrashort Bond ESG SRI UCITS ETF USD (Acc),UEDA.SW,iShares $ Ultrashort Bond ESG SRI UCITS ETF USD Acc
IE00BGJWWW40,EIBX,Invesco Euro Government Bond 7-10 Year UCITS ETF Dist,EIBX.DE,Invesco Markets II plc - Invesco Euro Government Bond 7-10 Year UCITS ETF EUR Dist
IE000V0GDVU7,XG11,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C,XG11.DE,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C
IE000LJG9WK1,TGGD,Janus Henderson GCC Sovereign USD Bonds Core UCITS ETF GBP-Hedged Dist.,TGGD.L,Janus Henderson GCC Sovereign USD Bond Core UCITS ETF GBP-H Dist
IE00BLDGH553,SECA,iShares EUR Government Bond Climate UCITS ETF EUR (Acc),SECA.DE,iShares € Govt Bond Climate UCITS ETF EUR (Acc)
IE00B7J7TB45,IS0X,iShares Global Corporate Bond UCITS ETF,IS0X.DE,iShares Global Corp Bond UCITS ETF USD (Dist)
IE00BGCSB447,OM3G,iShares USD Ultrashort Bond UCITS ETF USD (Acc),ERNA.L,iShares $ Ultrashort Bond UCITS ETF USD (Acc)
LU1437018598,A4HC,Amundi Core Euro Government Bond UCITS ETF Acc,A4HC.DE,Amundi Core Euro Government Bond UCITS ETF Acc
IE00B1FZS806,IBCM,iShares Euro Government Bond 7-10yr UCITS ETF EUR (Dist),IBCM.DE,iShares € Govt Bond 7-10yr UCITS ETF EUR (Dist)
IE00B3VTN290,SXRQ,iShares Euro Government Bond 7-10yr UCITS ETF (Acc),SXRQ.DE,iShares VII PLC - iShares € Govt Bond 7-10yr ETF EUR Acc
IE00BG8BCY43,JPPA,JPMorgan USD Ultra-Short Income UCITS ETF USD (Acc),JPPA.DE,JPMorgan ETFs (Ireland) ICAV - USD Ultra-Short Income Active ETF USD Acc
LU1048314949,UEF7,UBS BBG US Liquid Corp 1-5 UCITS ETF USD dis,UEF7.DE,UBS BBG US Liquid Corp 1-5 UCITS ETF USD dis
DE0006289465,EXHA,iShares eb.rexx Government Germany UCITS ETF (DE),EXHA.DE,iShares eb.rexx Government Germany UCITS ETF (DE)
IE00098ZGGO6,IU0A,iShares USD Corporate Bond 0-3yr ESG SRI UCITS ETF USD (Acc),IU0A.SW,Ishares II PLC - Ishares Corp Bond 0-3yr Esg Ucits ETF
IE00BGQYRQ28,XUCS,Xtrackers MSCI USA Consumer Staples UCITS ETF 1D,XUCS.DE,Xtrackers MSCI USA Consumer Staples UCITS ETF 1D
IE00BLCHJN13,LI7U,Global X Lithium & Battery Tech UCITS ETF USD Accumulating,LI7U.DE,Global X Lithium & Battery Tech UCITS ETF
JE00B4PDKD43,00XL,WisdomTree Copper - EUR Daily Hedged,ECOP.MI,WisdomTree Copper - EUR Daily Hedged
IE00BLDGH447,SECD,iShares EUR Government Bond Climate UCITS ETF EUR (Dist),SECD.DE,iShares € Govt Bond Climate UCITS ETF EUR (Dist)
LU1215461598,BSUS,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF hGBP dis,,
LU1737653714,10AL,Amundi Core Euro Government Bond UCITS ETF Dist,10AL.DE,Amundi Core Euro Government Bond UCITS ETF Dist
IE000H22E3N8,CBU0,iShares Core GBP Corporate Bond UCITS ETF EUR Hedged (Acc),CBU0.DE,iShares Core £ Corp Bond UCITS ETF
IE00BGJWWX56,EIBB,Invesco Euro Government Bond UCITS ETF Dist,EIBB.DE,Invesco Euro Government Bond UCITS ETF
IE000UU299V4,HJAP,HSBC MSCI Japan Climate Paris Aligned UCITS ETF,HJAP.DE,HSBC MSCI Japan Climate Paris Aligned UCITS ETF
LU0942970368,XBGG,Xtrackers II ESG Global Aggregate Bond UCITS ETF 3D - GBP Hedged,XBGG.L,Xtrackers II ESG Global Aggregate Bond UCITS ETF 3D - GBP Hedged
GB00B15KY435,OD7P,WisdomTree Soybean Oil,SOYO.MI,WisdomTree Soybean Oil
JE00B78CP782,OOEB,WisdomTree Brent Crude Oil Longer Dated,,
IE00B0M62X26,IBCI,iShares Euro Inflation Linked Government Bond UCITS ETF,IBCI.DE,iShares € Inflation Linked Govt Bond UCITS ETF EUR (Acc)
IE00BCRY5Y77,IS3J,iShares USD Short Duration Corporate Bond UCITS ETF (Dist),IS3J.DE,iShares $ Short Duration Corp Bond UCITS ETF USD (Dist)
LU1861137484,MIVB,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (C),MIVB.DE,Amundi MSCI Europe SRI Climate Paris Aligned - UCITS ETF DR (C)
IE00BFM6TB42,SXRB,iShares Global Corporate Bond UCITS ETF USD (Acc),36B7.DE,iShares Global Corp Bond UCITS ETF
LU0629460832,UIMT,UBS MSCI Pacific Socially Responsible UCITS ETF USD dis,UIMT.DE,UBS MSCI Pacific Socially Responsible UCITS ETF USD dis
LU0641006290,XGSG,Xtrackers II Global Government Bond UCITS ETF 2D GBP Hedged,XGSG.L,Xtrackers II Global Government Bond UCITS ETF 2D - GBP Hedged
LU0290358224,XEIN,Xtrackers Eurozone Inflation-Linked Bond UCITS ETF 1C,XEIN.DE,Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C
CH0454664043,21XP,21shares XRP ETP,21XP.DE,21Shares XRP ETP
LU1681041890,AMEQ,Amundi MSCI Europe Quality Factor UCITS ETF EUR (C),AMEQ.DE,Amundi Index Solutions - Amundi MSCI Europe Quality Factor UCITS ETF-C
IE00BFM6T921,SXRA,iShares Developed Markets Property Yield UCITS ETF USD (Acc),DPYA.L,iShares Developed Markets Property Yield UCITS ETF
LU1390062831,UINF,Amundi US Inflation Expectations 10Y UCITS ETF Acc,UINF.DE,Amundi Euro Inflation Expectations 2-10Y UCITS ETF
DE000ETFL177,EL4R,Deka Deutsche Boerse EUROGOV Germany UCITS ETF,EL4R.DE,Deka Deutsche Börse EUROGOV Germany UCITS ETF
LU0950674928,USUP,UBS MSCI Pacific Socially Responsible UCITS ETF USD acc,USUP.DE,UBS MSCI Pacific Socially Responsible UCITS ETF USD acc
IE00BC7GZX26,SYBF,State Street SPDR Bloomberg 0-3 Year U.S. Corporate Bond UCITS ETF USD,SYBF.DE,State Street SPDR Bloomberg 0-3 Year U.S. Corporate Bond UCITS ETF
IE00BF8J5974,XYLD,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 1D,XYLD.DE,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 1D
LU2059756598,ACU7,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (D),ACU7.DE,Amundi MSCI Europe SRI Climate Paris Aligned - UCITS ETF DR (D)
IE00BJK9HD13,BBEG,JPMorgan BetaBuilders EUR Government Bond UCITS ETF EUR (Acc),BBEG.DE,JPMorgan ETFs (Ireland) ICAV BetaBuilders EUR Govt Bond UCITS ETF
IE00BWC52F58,LDCC,PIMCO Advantage US Low Duration Corporate Bond UCITS ETF CHF Hedged (Acc),0DB5.L,PIMCO ADVANTAGE US LOW DURATION
IE00BLR6Q544,H3R0,Global X Video Games & Esports UCITS ETF Acc USD,H3R0.DE,Global X Video Games & Esports UCITS ETF
XS2284324667,WNRG,WisdomTree Energy Enhanced - EUR Daily Hedged,,
FR0007052782,LYY,Amundi CAC 40 UCITS ETF Dist,CAC.PA,Amundi CAC 40 UCITS ETF Dist
LU1650491282,LYQ7,Amundi Euro Government Inflation-Linked Bond UCITS ETF Acc,LYQ7.DE,Amundi Euro Government Inflation-Linked Bond UCITS ETF Acc
IE00B40B8R38,2B7D,iShares S&P 500 Consumer Staples Sector UCITS ETF,2B7D.DE,iShares V PLC - iShares S&P 500 Consumer Staples Sector UCITS ETF
IE00BNDS1P30,V3GF,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Accumulating,V3GF.DE,Vanguard Funds PLC - Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Acc
IE00BNDS1Q47,V3GE,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Distributing,V3GE.DE,Vanguard Funds PLC - Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Inc
IE00BP3QZJ36,IS3U,iShares MSCI France UCITS ETF,IS3U.DE,iShares MSCI France UCITS ETF
CH0445689208,21XH,21shares Crypto Basket Index ETP,21XH.DE,21Shares AG                   O
LU1048315755,CBUS5S,UBS BBG US Liquid Corp 1-5 UCITS ETF hCHF acc,CBUS5S.SW,UBS BBG US Liquid Corp 1-5 UCITS ETF hCHF acc
LU0322250985,DX2G,Xtrackers CAC 40 UCITS ETF 1D,DX2G.DE,Xtrackers CAC 40 UCITS ETF
IE00BDFC6Q91,JPPS,JPMorgan USD Ultra-Short Income UCITS ETF USD (Dist),JPPS.DE,JPMorgan ETFs (Ireland) ICAV - USD Ultra-Short Income Active UCITS ETF USD (dist)
IE00B979GK47,SPPD,State Street SPDR S&P U.S. Dividend Aristocrats UCITS ETF EUR Hedged (Dist),SPPD.DE,State Street SPDR S&P US Dividend Aristocrats UCITS ETF EUR Dis
IE00B435BG20,XLPS,Invesco US Consumer Staples Sector UCITS ETF,XLPS.MI,Invesco Consumer Staples S&P US Select Sector UCITS ETF
IE00BMDBMG37,AYE9,iShares MSCI Europe SRI UCITS ETF USD (Acc),CBUD.DE,iShares MSCI Europe SRI UCITS ETF
LU1650491795,E15H,Amundi Euro Government Inflation-Linked Bond UCITS ETF Dist,E15H.DE,Amundi Euro Government Inflation-Linked Bond UCITS ETF Dist
LU2408467723,CBS5,UBS BBG MSCI US Liquid Corp 1-5 Sustainable UCITS ETF USD acc,U15S.MI,UBS BBG MSCI US Liquid Corp 1-5 Sustainable UCITS ETF USD acc
IE00BJP26C72,AYEN,iShares USD Ultrashort Bond ESG SRI UCITS ETF (Dist),UEDD.AS,iShares $ Ultrashort Bond ESG SRI UCITS ETF USD Inc
LU1981860239,XCOU,Amundi Global Aggregate Proceeds Bond 1-10Y UCITS ETF USD Hedged Acc,XCOU.L,Amundi Global Aggregate Proceeds Bond 1-10Y UCITS ETF USD Hedged Acc
IE00BLR6Q650,HERG,Global X Video Games & Esports UCITS ETF Dist GBP,H3R0.DE,Global X Video Games & Esports UCITS ETF
DE000PZ9REW2,B4NZ,BNPP RICI Enhanced WTI Öl (ER) EUR Hedge ETC,B4NZ.DE,BNP Paribas Issuance B.V.     O
XS2399369110,2BRE,Leverage Shares 2x Long Berkshire Hathaway (BRK-B) ETP,2BRE.DE,Leverage Shares PLC           E
IE00BYXYYP94,IS09,iShares USD Short Duration Corporate Bond UCITS ETF (Acc),SDIA.SW,iShares $ Short Duration Corp Bond UCITS ETF USD (Acc)
LU1681046261,CB3G,Amundi Euro Government tilted Green Bond UCITS ETF Acc,CB3G.DE,AMUNDI EURO GOVERNMENT TILTED GREEN BOND UCITS ETF Acc
IE00B52VJ196,IUSK,iShares MSCI Europe SRI UCITS ETF (Acc),IUSK.DE,iShares MSCI Europe SRI UCITS ETF
FR0013380607,VOOP,Amundi CAC 40 UCITS ETF Acc,CACC.PA,Amundi CAC 40 UCITS ETF Acc
IE00BDQZ5152,SXRF,iShares USD Intermediate Credit Bond UCITS ETF USD (Dist),SXRF.DE,iShares $ Intermediate Credit Bond UCITS ETF USD (Dist)
IE00BZ048579,SNAV,iShares USD Corporate Bond 0-3yr ESG SRI UCITS ETF USD (Dist),SNAV.DE,iShares $ Corp Bond 0-3yr ESG SRI UCITS ETF USD (Dist)
IE00BGDPWW94,36B3,iShares MSCI Europe SRI UCITS ETF EUR (Dist),36B3.DE,iShares MSCI Europe SRI UCITS ETF
IE00BM9GRM34,FSCM,Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF INC-USD,FSCM.DE,Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF USD Income
IE00BDZVHD04,OM3D,iShares Developed Markets Property Yield UCITS ETF EUR Hedged (Acc),DPYE.L,iShares Developed Markets Property Yield UCITS ETF EUR Hedged (Acc)
IE000I8IKC59,PAUJ,Invesco MSCI Japan ESG Climate Paris Aligned UCITS ETF Acc,PAUJ.DE,IMII-MSCI J.ESG Cl.Par.Al.ETF R
LU2470620845,AHYH,Amundi Global Aggregate SRI 1-5 UCITS ETF DR Hedged EUR (C),AHYH.DE,Amundi Index Solutions - Amundi Global Aggregate Bond 1-5Y ESG UCITS ETF DR - Hedged EUR
IE000QOU09J7,7JC0,iShares China Large Cap UCITS ETF USD (Acc),FXAC.AS,iShares China Large Cap UCITS ETF USD Acc
LU2408468887,CBSUS5,UBS BBG MSCI US Liquid Corp 1-5 Sustainable UCITS ETF hCHF acc,CBSUS5.SW,UBS BBG MSCI US Liquid Corp 1-5 Sustainable UCITS ETF hCHF acc
LU2099991536,4UBP,UBS BBG MSCI Global Liquid Corp Sustainable UCITS ETF USD acc,4UBP.DE,UBS BBG MSCI Global Liquid Corp Sustainable UCITS ETF USD acc
IE0008SEV3B2,EGVD,Invesco EUR Government and Related Green Bond Weighted UCITS ETF Dist,EGVD.DE,Invesco EUR Government and Related Green Bond Weighted UCITS ETF Dis
LU2099991882,CORPS,UBS BBG MSCI Global Liquid Corp Sustainable UCITS ETF hUSD acc,CORPS.SW,UBS BBG MSCI Global Liquid Corp Sustainable UCITS ETF hUSD acc
IE00BNDS1W07,V3GU,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Accumulating,V3GU.L,Vanguard Funds PLC - Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Acc
DE000PB6R1B1,BNQC,BNPP RICI Enhanced Brent Öl (TR) ETC,BNQC.DE,BNP Paribas Issuance B.V.     O
IE000LZC9NM0,TAHY,Janus Henderson Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF USD Acc.,TAHY.L,Janus Henderson Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF Acc
LU1481202692,JBEM,BNP Paribas Easy JPM ESG EMU Government Bond IG UCITS ETF,JBEM.DE,BNP Paribas Easy JPM Tilted EMU Government Bond IG UCITS ETF Capitalisation
IE00B9MRHC27,XDN0,Xtrackers MSCI Nordic UCITS ETF 1D,XDN0.DE,Xtrackers MSCI Nordic UCITS ETF 1D
IE000JXFRNI0,U550,iShares USD TIPS 0-5 UCITS ETF USD (Acc),TI5A.AS,iShares $ TIPS 0-5 UCITS ETF USD (Acc)
IE00BJXRT698,ZPR1,State Street SPDR Bloomberg 1-3 Month T-Bill UCITS ETF USD Unhedged (Acc),ZPR1.DE,SSGA SPDR ETFS Europe I PLC - SPDR Bloomberg Barclays 1-3 Month T-Bill UCITS ETF
IE00BF3N6Z78,SXRX,iShares Global Corporate Bond USD Hedged UCITS ETF,CRPU.SW,iShares Global Corp Bond UCITS ETF
LU1681047079,AFIH,Amundi CAC 40 ESG UCITS ETF DR - EUR (D),C4D.PA,Amundi Index Solutions - AMUNDI CAC 40 ESG UCITS ETF DR - EUR (D)
LU1681046006,WDNR,Amundi Global Bioenergy UCITS ETF EUR Acc,WDNR.DE,Amundi Global Bioenergy UCITS ETF EUR Acc
IE00BF2GC043,TR7S,Invesco US Treasury Bond 3-7 Year UCITS ETF GBP Hedged Dist,TR7S.L,Invesco US Treasury Bond 3-7 Year UCITS ETF GBP Hdg Dist
IE00BNDS1X14,V3GD,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Distributing,V3GD.L,Vanguard Funds PLC - Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Inc
IE00BKW9SX35,SPLW,Invesco S&P 500 Low Volatility UCITS ETF Acc,SPLW.MI,Invesco S&P 500 Low Volatility UCITS ETF Accumulation
GB00BMTP1626,WBLC,WisdomTree Physical Crypto Mega Cap,MEGA.PA,WisdomTree Physical Crypto Mega Cap Equal Weight
CH0496454155,21XJ,21shares Binance BNB ETP,21XJ.DE,21Shares AG                   O
IE0007BT2BH8,EGVA,Invesco EUR Government and Related Green Bond Weighted UCITS ETF Acc,EGVA.DE,Invesco EUR Government and Related Green Bond Weighted UCITS ETF Acc
LU1407889457,U37H,Amundi US Treasury Bond 3-7Y UCITS ETF GBP Hedged Dist,US3.SW,Amundi US Treasury Bond 3-7Y UCITS ETF GBP Hedged Dist
LU1681046188,X136,Amundi Global Bioenergy UCITS ETF USD Acc,CWEU.PA,Amundi Global Bioenergy UCITS ETF USD Acc
JE00B24DMJ18,9GAK,WisdomTree Industrial Metals Longer Dated,,
IE000XIITCN5,TAGD,Janus Henderson Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF GBP-Hedged Dist,TAGD.L,Janus Henderson Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF GBP-H Dist
JE00BDD9Q840,4RT6,WisdomTree WTI Crude Oil 2x Daily Leveraged,LOIL.MI,WisdomTree WTI Crude Oil 2x Daily Leveraged
JE00B24DKH53,4RTD,WisdomTree Natural Gas 1x Daily Short,SNGA.L,
IE000NFR7C63,CBUK,iShares MSCI China Tech UCITS ETF USD (Acc),CBUK.DE,iShares MSCI China Tech UCITS ETF
GB00B15KYG56,OD7Z,WisdomTree Industrial Metals,AIGI.L,
LU1681046931,GC40,Amundi CAC 40 ESG UCITS ETF DR - EUR (C),GC40.DE,Amundi Index Solutions - AMUNDI CAC 40 ESG UCITS ETF DR - EUR (C)
IE00BCRY6227,IS3L,iShares USD Ultrashort Bond UCITS ETF,IS3L.DE,iShares $ Ultrashort Bond UCITS ETF
IE00BNDS1R53,V3GX,Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Accumulating,V3GX.SW,Vanguard Funds PLC - Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Acc
IE00BMD8KM66,BB3M,JPMorgan BetaBuilders US Treasury Bond 0-3 Months UCITS ETF USD (Acc),BBM3.L,JPM BetaBuilders US Treasury Bond 0-3 Months UCITS ETF
LU0321465469,XFFE,Xtrackers II USD Overnight Rate Swap UCITS ETF 1C,XFFE.DE,Xtrackers II USD Overnight Rate Swap UCITS ETF 1C
IE00BKPSFD61,AYER,iShares China CNY Bond UCITS ETF USD (Acc),CYBA.AS,iShares China CNY Bond UCITS ETF
IE00BJJYYX67,TFRN,WisdomTree USD Floating Rate Treasury Bond UCITS ETF USD Acc,TFRN.MI,WisdomTree USD Floating Rate Treasury Bond UCITS ETF - USD Acc
IE00BJSFQW37,36B7,iShares Global Corporate Bond UCITS ETF EUR Hedged (Dist),36B7.DE,iShares Global Corp Bond UCITS ETF
LU1233598447,B8TC,Amundi USD Fed Funds Rate UCITS ETF Acc,B8TC.DE,Amundi US Fed Funds Rate UCITS ETF Acc
IE00BKWD3D06,TRIA,Invesco US Treasury Bond 0-1 Year UCITS ETF Acc,TRIA.L,Invesco US Treasury Bond 0-1 Year UCITS ETF USD Acc
IE00B802KR88,SPY1,State Street SPDR S&P 500 Low Volatility UCITS ETF USD,SPY1.DE,State Street SPDR S&P 500 Low Volatility UCITS ETF
IE00BNDS1S60,V3GH,Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Distributing,V3GH.SW,Vanguard Funds PLC - Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Inc
IE00BJFN5P63,USFR,WisdomTree USD Floating Rate Treasury Bond UCITS ETF USD,USFR.L,WisdomTree USD Floating Rate Treasury Bond UCITS ETF
IE00B5MTWZ80,SC0X,Invesco European Technology Sector UCITS ETF,SC0X.DE,Invesco STOXX Europe 600 Optimised Technology UCITS ETF
IE00BL0L0H60,FBTU,First Trust NYSE Arca Biotechnology UCITS ETF Acc,FBT.MI,First Trust NYSE Arca Biotechnology UCITS ETF Class A USD Accumulation
LU2090062352,C101,Amundi USD Fed Funds Rate UCITS ETF Dist,C101.DE,Amundi US Fed Funds Rate UCITS ETF Dist
IE00BF4TWF63,XMWK,WisdomTree Energy Enhanced,BENE.MI,WisdomTree Energy Enhanced
IE00BGSF1X88,IBC1,iShares USD Treasury Bond 0-1yr UCITS ETF (Acc),IBCC.DE,iShares $ Treasury Bond 0-1yr UCITS ETF
IE00BLRPPV00,VUCF,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,VUCF.DE,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF USD Accumulating
IE00BDQYWQ65,SXRH,iShares USD TIPS 0-5 UCITS ETF USD (Dist),SXRH.DE,iShares $ TIPS 0-5 UCITS ETF USD (Dist)
IE00B02KXK85,IQQC,iShares China Large Cap UCITS ETF,IQQC.DE,iShares China Large Cap UCITS ETF USD (Dist)
IE00BJK3WF00,BBLL,JPMorgan BetaBuilders US Treasury Bond 0-1 yr UCITS ETF USD (Acc),BBLL.DE,JPM BetaBuilders US Treasury Bond 0-1 yr UCITS ETF
IE00BM97MR69,XT01,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C,XT01.DE,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C
LU2504537445,XEZB,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF 1D,XEZB.DE,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF 1D
IE00BK0TB144,CORC,iShares Global Corporate Bond UCITS ETF CHF Hedged (Acc),CORC.SW,iShares Global Corp Bond UCITS ETF CHF Hedged (Acc)
IE00BK8JH525,SPFD,State Street SPDR Bloomberg Emerging Markets Local Bond UCITS ETF EUR Hedged (Acc),SPFD.DE,State Street SPDR Bloomberg Emerging Markets Local Bond UCITS ETF EUR (Acc)
IE00BYM8JD58,S6X2,Invesco US Real Estate Sector UCITS ETF,XRES.MI,Invesco Real Estate S&P US Select Sector UCITS ETF
IE0006QCIHM0,FSCE,Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF ACC-Euro (hedged),FSCE.DE,Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF EUR Accumulation Hedged
IE00BJSBC011,GACN,Goldman Sachs Access China Government Bond UCITS ETF USD (Acc),CBNX.SW,Goldman Sachs Access China Government Bond UCITS ETF USD Acc
LU2182388665,PR1T,Amundi US Treasury Bond 0-1Y UCITS ETF Acc,PR1T.DE,Amundi Index Solutions - Amundi US Treasury Bond 0-1Y UCITS ETF ACC
IE00BKWD3C98,TRD1,Invesco US Treasury Bond 0-1 Year UCITS ETF Dist,TRD1.DE,Invesco US Treasury Bond 0-1 Year UCITS ETF USD Dist
DE000ETFL151,EL4P,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF,EL4P.DE,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF
IE00BF4TWC33,XMWJ,WisdomTree Industrial Metals Enhanced,META.MI,WisdomTree Industrial Metals Enhanced
IE000CR424L6,CBUD,iShares MSCI Europe SRI UCITS ETF EUR Hedged (Dist),CBUD.DE,iShares MSCI Europe SRI UCITS ETF
IE00B5MTZM66,SC05,Invesco European Retail Sector UCITS ETF,SC05.DE,Invesco STOXX Europe 600 Optimised Retail UCITS ETF
IE00BDZVH859,ITPG,iShares USD TIPS UCITS ETF GBP Hedged (Dist),ITPG.L,iShares $ TIPS UCITS ETF
LU1459801780,42C0,UBS Core BBG TIPS 1-10 UCITS ETF hEUR acc,,
IE00BQQP9H09,GMVM,VanEck Morningstar US ESG Wide Moat UCITS ETF A,GMVM.DE,VanEck Morningstar US ESG Wide Moat UCITS ETF
LU1681044647,CN1G,Amundi MSCI Nordic UCITS ETF EUR (C),CN1G.DE,Amundi Index Solutions - Amundi MSCI Nordic UCITS ETF-C
LU1407887329,U13H,Amundi US Treasury Bond 1-3Y UCITS ETF EUR Hedged Dist,U13H.MI,Amundi US Treasury Bond 1-3Y UCITS ETF EUR Hedged Dist
DE000ETF9033,E903,Amundi DivDAX II UCITS ETF Dist,E903.DE,Amundi DivDax II UCITS ETF Dist
IE00BF0M6N54,ETLH,L&G Ecommerce Logistics UCITS ETF,ETLH.DE,L&G Ecommerce Logistics UCITS ETF
DE000A3GWEU3,VT0P,VanEck Crypto Leaders ETN,VT0P.DE,VanEck ETP AG                 E
IE00BMC7BF44,6Q20,iShares China CNY Government Bond UCITS ETF USD (Dist),CGBI.AS,iShares China CNY Govt Bond UCITS ETF
LU2194286006,GEB,UBS J.P. Morgan EMU Gov ESG Liquid Bond UCITS ETF EUR acc,GEB.MI,UBS J.P. Morgan EMU Gov ESG Liquid Bond UCITS ETF EUR acc
LU1324510525,UST1F,UBS Core BBG US Treasury 1-3 UCITS ETF hEUR dis,UST1F.MI,UBS Core BBG US Treasury 1-3 UCITS ETF hEUR dis
DE000PB6R1W7,BNQD,BNPP RICI Enhanced WTI Öl (TR) ETC,BNQD.DE,BNP Paribas Issuance B.V.     O
DE000PR5RWU6,B4NG,BNPP RICI Enhanced WTI Öl (TR) USD ETC,B4NG.DE,BNP Paribas Issuance B.V.     O
IE00BF4TW453,XMWH,WisdomTree Bund 30Y 3x Daily Short,3UBS.MI,WisdomTree Bund 30Y 3x Daily Short
IE00BZCQB185,QDV5,iShares MSCI India UCITS ETF USD (Acc),QDV5.DE,iShares MSCI India UCITS ETF USD Acc
IE00BHZRR147,FLXC,Franklin FTSE China UCITS ETF,FLXC.DE,Franklin FTSE China UCITS ETF
IE00B1FZS350,IQQ6,iShares Developed Markets Property Yield UCITS ETF,IQQ6.DE,iShares Developed Markets Property Yield UCITS ETF USD (Dist)
IE00BGR7L912,IBCC,iShares USD Treasury Bond 0-1yr UCITS ETF USD (Dist),IBCC.DE,iShares $ Treasury Bond 0-1yr UCITS ETF
IE00BYPC1H27,ICGB,iShares China CNY Bond UCITS ETF USD (Dist),ICGB.DE,iShares China CNY Bond UCITS ETF USD (Dist)
GB00B15KYB02,OD7W,WisdomTree Energy,WENT.MI,WisdomTree Energy Transition Metals ETC
