isin,symbol,name
IE00BKY58G26,H4Z2.DE,HSBC Asia Pacific Ex Japan Screened Equity UCITS ETF
IE0004J37T45,IN0B.DE,BNP PARIBAS Easy ICAV - BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF UCITS ETF EUR CAP
IE00B3Z0X395,HKOR.MI,HSBC MSCI KOREA CAPPED UCITS ETF
IE00BK1PV445,XD9D.DE,Xtrackers MSCI USA UCITS ETF 1D
FR0010435297,LYLEM.SW,Amundi MSCI Emerging Markets Swap II UCITS ETF USD Acc
LU1953136287,ASRT.DE,BNP Paribas Easy EUR Corp Bond SRI PAB UCITS ETF Distribution
IE000ST40PX8,ES6Y.DE,L&G Cyber Security Innovation UCITS ETF USD Accumulating
IE00BJK9H860,BBDD.L,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF
LU1655103726,OP5H.DE,OSSIAM MSCI JAPAN NR 1C Hedged Index EUR
IE0005042456,IUSZ.DE,iShares Core FTSE 100 UCITS ETF GBP (Dist)
IE00BJ0KDR00,XD9U.DE,Xtrackers MSCI USA UCITS ETF 1C
IE00BF4G7076,JREU.DE,JPMorgan ETFs (Ireland) ICAV - US Research Enhanced Index Equity Active UCITS ETF - USD (acc)
IE00B53HP851,SXRW.DE,iShares VII PLC - iShares Core FTSE 100 ETF GBP Acc
LU0496786657,6TVM.DE,Amundi Core S&P 500 Swap UCITS ETF USD Dist
IE00BK5BQW10,VNRA.DE,Vanguard FTSE North America UCITS ETF USD Accumulation
IE000Z9SJA06,XDPU.DE,Xtrackers S&P 500 UCITS ETF 4C - USD
IE00B14X4M10,IQQN.DE,iShares MSCI North America UCITS ETF USD (Dist)
LU1859444769,ASRI.DE,BNP Paribas Easy EUR Corp Bond SRI PAB UCITS ETF Acc
IE00BHXMHQ65,S5SG.DE,UBS S&P 500 Scored & Screened UCITS ETF hEUR acc
IE00BMY76136,XZWE.DE,Xtrackers MSCI World ESG UCITS ETF 2C - EUR Hedged
IE000CN8T855,JUHE.DE,JPMorgan ETFs (Ireland) ICAV - US Research Enhanced Index Equity Active UCITS ETF - EUR Hedged (acc)
IE000G2LIHG9,AYEE.DE,iShares MSCI USA Screened UCITS ETF EUR Hedged (Acc)
IE00BG11HV38,EMND.DE,iShares MSCI World CTB Enhanced ESG UCITS ETF USD Inc
DE000A0H08M3,EXH1.DE,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE)
IE000QF66PE6,5ESE.DE,Invesco S&P 500 Scored & Screened ETF EUR Hdg Acc
IE00BLCHJ534,94VE.DE,Global X U.S. Infrastructure Development UCITS ETF USD Acc
IE000CR7DJI8,CBUM.DE,iShares S&P 500 Scored and Screened UCITS ETF EUR Hedged (Acc)
LU0292100046,DBX8.DE,Xtrackers MSCI Korea UCITS ETF 1C
LU0533033741,TNOW.L,Amundi MSCI World Information Technology UCITS ETF USD Acc
IE00BD34DK07,UEQD.DE,UBS Core S&P 500 UCITS ETF hEUR acc
IE00BKLWY790,DELG.DE,L&G US ESG Paris Aligned UCITS ETF
IE00BLDGHT92,UIQ4.DE,UBS Euro Equity Defensive Put Write SF UCITS ETF EUR acc
LU0927735406,XMUJ.L,Xtrackers MSCI Japan UCITS ETF 2D USD Hedged
IE00BN92ZL31,WPAD.AS,iShares MSCI World Paris-Aligned Climate UCITS ETF USD Inc
IE00BLRPQN90,GBP5.L,L&G GBP Corporate Bond 0-5 Year Screened UCITS ETF GBP Distributing
IE000RN58M26,CBUV.DE,iShares Metaverse UCITS ETF
IE00BJK9H753,BBUS.DE,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc)
LU1273488475,JPSRT.SW,UBS MSCI Japan Socially Responsible UCITS ETF hCHF dis
IE00BMYDMB35,LGGA.DE,L&G APAC ex-Japan Quality Dividends Equal Weight ETF USD Dis
IE00B8X9NZ57,FKU.L,First Trust United Kingdom AlphaDEX UCITS ETF Class A GBP
IE00B5MTXK03,SC0Z.DE,Invesco STOXX Europe 600 Optimised Utilities UCITS ETF
IE000QLV3SY5,FVEM.DE,Franklin MSCI Emerging Markets Paris Aligned Climate UCITS ETF
IE00B3XXRP09,VUSA.DE,Vanguard S&P 500 UCITS ETF
IE00BFMXXD54,VUAA.DE,Vanguard S&P 500 UCITS ETF USD Accumulation
IE00BHZPJ239,EDM2.DE,iShares MSCI EM CTB Enhanced ESG UCITS ETF USD Acc
IE00B810Q511,VUKE.DE,Vanguard FTSE 100 UCITS ETF
IE00BZ02LR44,XZW0.DE,Xtrackers MSCI World ESG UCITS ETF 1C
IE00BP3QZ601,IS3Q.DE,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc)
IE00BRKWGL70,E500.DE,Invesco S&P 500 UCITS ETF (EUR Hdg)
IE00BL25JL35,XDEQ.DE,Xtrackers MSCI World Quality UCITS ETF 1C
LU0950670850,UKGBPB.MI,UBS MSCI United Kingdom UCITS ETF GBP acc
IE000IEGVMH6,WEBI.DE,Amundi Core MSCI USA UCITS ETF Dist
LU1650492173,FTS100.MI,Amundi FTSE 100 Swap UCITS ETF Acc
IE00BJZ2DC62,XRSM.DE,Xtrackers MSCI USA Screened UCITS ETF 1C
LU0136234654,UIM6.DE,UBS MSCI USA UCITS ETF USD dis
LU2196472984,XS5E.DE,Xtrackers S&P 500 Swap UCITS ETF 5C - EUR Hedged
LU2296661775,XMA1.DE,MSCI EM LATIN AMERICA SMID VALU
IE00BFXR5R48,XML4.DE,L&G UK Equity UCITS ETF
IE000OKVTDF7,IUVE.AS,iShares MSCI USA Value Factor Advanced UCITS ETF USD Acc
LU0838780707,XDUK.DE,Xtrackers FTSE 100 UCITS ETF 1C
LU0292097234,XUKX.DE,Xtrackers FTSE 100 Income UCITS ETF 1D
IE00BKPX3K41,IFFI.AS,iShares MSCI AC Far East ex-Japan UCITS ETF USD Acc
LU2490201840,AHYZ.DE,Amundi Index Solutions - Amundi MSCI Japan ESG Broad CTB
IE00B60SWT88,S100.L,Invesco FTSE 100 UCITS ETF
LU1650492256,D100.DE,Amundi FTSE 100 Swap UCITS ETF Dist
IE00BDVPTJ63,XUFB.L,Xtrackers MSCI USA Banks UCITS ETF 1D
IE00BLP53M98,MACV.DE,iShares Conservative Portfolio UCITS ETF EUR (Acc)
IE000Z8BHG02,ACLT.DE,AXA IM ACT Climate Equity UCITS ETF USD Acc
IE000HPBRE54,GACL.DE,Goldman Sachs Paris Aligned Climate World Equity UCITS ETF USD Acc)
IE00B5MJYB88,SC0Q.DE,Invesco STOXX Europe 600 Optimised Telecommunications UCITS ETF
IE00BNC0M350,AW1F.DE,UBS MSCI USA Universal UCITS ETF USD acc
LU1981860072,XCO2E.MI,Amundi Global Aggregate Proceeds Bond 1-10Y UCITS ETF EUR Hedged Acc
LU1681049018,500E.AS,Amundi Index Solutions - Amundi S&P 500 Swap UCITS ETF USD Acc
IE00BFMXYP42,VUKG.DE,Vanguard FTSE 100 UCITS ETF GBP Accumulation
IE00BJQRDM08,ESGU.DE,Invesco MSCI USA Universal Screened UCITS ETF
IE00B5L65R35,ES15.L,iShares £ Corp Bond 0-5yr UCITS ETF GBP (Dist)
IE00B5M1WJ87,SPYW.DE,State Street SPDR S&P Euro Dividend Aristocrats UCITS ETF
IE000UL6CLP7,SLVR.DE,Global X Silver Miners UCITS ETF USD Acc
IE00B42TW061,UKX.PA,HSBC FTSE 100 UCITS ETF
IE000UOXRAM8,IGDA.L,Invesco Markets II plc - Invesco Dow Jones Islamic Global Developed Markets UCITS ETF USD Acc
LU1900066975,LKOR.DE,Amundi MSCI Korea UCITS ETF
IE00BYWQWR46,ESP0.DE,VanEck Video Gaming and eSports UCITS ETF A USD
IE00BG04M077,XD9E.DE,Xtrackers MSCI USA UCITS ETF 2C - EUR Hedged
IE00BN4Q1675,AW12.DE,UBS MSCI EM Climate Paris Aligned UCITS ETF USD acc
IE00BM67HW99,XDPE.DE,Xtrackers S&P 500 UCITS ETF 1C - EUR Hedged
DE000ETFL268,EL4Z.DE,Deka MSCI USA UCITS ETF
IE00BJRCLL96,JPGL.DE,JPM Global Equity Multi-Factor UCITS ETF
DE000ETFL342,EL40.DE,Deka MSCI Emerging Markets ESG Focus Select UCITS ETF
IE000UZCJS58,XNZW.DE,Xtrackers World Net Zero Pathway Paris Aligned UCITS ETF 1C
LU1324516050,UEFS.DE,UBS BBG USD EM Sovereign UCITS ETF USD dis
LU0136242590,UIM3.DE,UBS FTSE 100 UCITS ETF GBP dis
IE00BGJWX091,XDPD.DE,Xtrackers S&P 500 UCITS ETF 1D - EUR Hedged
IE00B5MTWH09,SC0V.DE,Invesco STOXX Europe 600 Optimised Oil & Gas UCITS ETF
IE000A8N67F3,ESUS.L,Invesco MSCI USA Universal Screened UCITS ETF USD Distribution
IE00BN4PXC48,AW11.DE,UBS Climate Aware Global Developed Equity CTB UCITS ETF USD acc
LU2533810789,BJLH.DE,BNP PARIBAS EASY - JPM Tilted EMU Government Bond IG 1-3Y UCITS ETF DISTRIBUTION
LU2391437253,500D.L,Amundi Index Solutions - Amundi S&P 500 Swap UCITS ETF USD Dist
LU1971906802,UET5.DE,UBS EURO STOXX 50 ESG UCITS ETF EUR dis
LU1781541096,LCUK.DE,Amundi UK Equity All Cap UCITS ETF
IE00BCLWRG39,IJPD.L,iShares MSCI Japan USD Hedged UCITS ETF (Acc)
LU0292107991,XMAS.DE,Xtrackers MSCI EM Asia Screened Swap UCITS ETF 1C
IE00BKY59G90,H4Z1.DE,HSBC Emerging Market Screened Equity UCITS ETF
DE000A0F5UG3,EXXV.DE,iShares Dow Jones Eurozone Sustainability Screened UCITS ETF (DE)
LU0321464652,DXS1.DE,Xtrackers II GBP Overnight Rate Swap UCITS ETF
IE00BKSBGV72,FGLR.DE,Fidelity Global Equity Research Enhanced UCITS ETF USD Acc
DE000A0H08R2,EXV2.DE,iShares STOXX Europe 600 Telecommunications UCITS ETF (DE)
IE000TSML5I8,XRME.DE,Xtrackers MSCI USA Screened UCITS ETF 2C EUR Hedged
IE000KPJJWM6,V3MA.DE,Vanguard ESG Emerging Markets All Cap UCITS ETF USD Acc
IE00BMDBMY19,ESGM.DE,Invesco MSCI Emerging Markets Universal Screened UCITS ETF
IE00BDR5GT91,GENDED.MI,UBS Global Gender Equality UCITS ETF USD dis
IE0001VXZTV7,V3ML.DE,Vanguard ESG Emerging Markets All Cap UCITS ETF USD Inc
IE000W95TAE6,JPCE.DE,JPMorgan ETFs (Ireland) ICAV - Carbon Transition Global Equity (CTB) UCITS ETF
IE00BD9N0445,FKUD.L,First Trust United Kingdom AlphaDEX UCITS ETF Class B GBP
IE00BMW42520,ESIN.DE,iShares MSCI Europe Industrials Sector UCITS ETF EUR Acc
IE00BKWQ0J47,SPYQ.DE,State Street SPDR MSCI Europe Industrials UCITS ETF
LU1291104575,ENOA.DE,BNP Paribas Easy MSCI USA Min TE UCITS ETF Cap
LU1681044563,AASU.PA,Amundi Index Solutions - Amundi MSCI Em Asia UCITS ETF-C USD
IE00B74DQ490,IBC9.DE,iShares Global High Yield Corp Bond UCITS ETF
IE00BKY40J65,H412.DE,HSBC USA Screened Equity UCITS ETF
IE0005E8B9S4,MWOW.DE,Amundi Russell 1000 Growth UCITS ETF Acc
IE000MYCJA42,NRAM.MI,Amundi MSCI North America ESG Broad Transition UCITS ETF Acc
IE00BD5FCF91,ZPRD.DE,State Street SPDR FTSE UK All Share UCITS ETF GBP (Dist)
IE00BLSN7P11,AW1C.DE,UBS S&P 500 ESG Elite UCITS ETF USD acc
LU0446734369,UIME.DE,UBS MSCI EMU Value UCITS ETF EUR dis
LU2194449075,LOWD.DE,BNP PARIBAS EASY - Low Carbon 300 World PAB
IE00BF2B0M76,FLXX.DE,Franklin Global Quality Dividend UCITS ETF
NL0010731816,V3ET.DE,VanEck European Equal Weight Screened UCITS ETF
LU0659578842,XBAS.DE,Xtrackers MSCI Singapore UCITS ETF 1C
IE00BD0B9B76,OPEN.DE,iShares Inclusion and Diversity UCITS ETF
LU1834988609,LTCM.DE,Lyxor Index Fund - Lyxor Stoxx Europe 600 Telecommunications UCITS ETF Acc
IE000FNVOB27,HP8E.DE,HSBC ETFs-HSBC MSCI E.M.C.P.A.R
IE00B8X9NX34,FEMU.L,First Trust Emerging Markets AlphaDEX UCITS ETF Class A Accumulation
IE00BTGD1B38,XDNU.L,Xtrackers MSCI Japan Screened UCITS ETF 4C USD Hedged
LU2082999058,INDB.DE,MULTI-UNITS LUXEMBOURG - Lyxor STOXX Europe 600 Telecommunications UCITS ETF 2
IE000N42HDP2,LVLC.DE,Invesco Markets II plc - Invesco Global Active Defensive ESG Equity UCITS ETF Acc
FR0010342592,L8I7.DE,Amundi Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc
IE00BFMNPS42,XZMU.DE,Xtrackers MSCI USA ESG UCITS ETF 1C
IE00B5L8K969,CEBL.DE,iShares VII PLC - iShares MSCI EM Asia ETF USD Acc
IE00B4L5ZG21,EUNR.DE,iShares € Corp Bond ex-Financials UCITS ETF EUR (Dist)
LU1781541849,LCUA.DE,Amundi MSCI EM Asia ESG Broad Transition UCITS ETF Acc
DE0002635265,EXHE.DE,iShares Pfandbriefe UCITS ETF (DE)
IE00BBQ2W338,H411.DE,HSBC MSCI AC FAR EAST ex JAPAN UCITS ETF
IE00BMDPBZ72,FLX5.DE,Franklin S&P 500 Paris Aligned Climate UCITS ETF
IE00BMDWYZ92,JPCT.DE,JPMorgan ETFs (Ireland) ICAV - Carbon Transition Global Equity UCITS ETF
IE000VML2GZ3,MWOJ.DE,Amundi MSCI USA ESG Selection Extra UCITS ETF DR - USD
IE00BCHWNV48,XUIN.DE,Xtrackers MSCI USA Industrials UCITS ETF 1D
IE000UMV0L21,XZMD.DE,Xtrackers MSCI USA ESG UCITS ETF 1D
LU0259322260,M9SD.DE,Market Access NYSE Arca Gold BUGS Index UCITS ETF
IE00BYV1YH46,FGEU.DE,Fidelity Global Quality Income UCITS ETF EUR Hedged Inc
IE00BF541080,HY3M.DE,VanEck Emerging Markets High Yield Bond UCITS ETF
IE00BM9TV208,GLDVDE.MI,UBS S&P Dividend Aristocrats ESG Elite UCITS ETF hEUR dis
IE00BMVB5L14,V20D.DE,Vanguard LifeStrategy 20% Equity UCITS ETF (EUR) Distributing
IE00B3VVMM84,VFEM.DE,Vanguard FTSE Emerging Markets UCITS ETF USD Distributing
IE000HFXP0D2,JRGD.DE,JPMorgan ETFs (Ireland) ICAV - Global Research Enhanced Index Equity Active UCITS ETF - USD (dist)
LU1681044480,AMEA.DE,Amundi Index Solutions - Amundi MSCI Em Asia UCITS ETF-C EUR
IE00B7WK2W23,UIQI.DE,UBS MSCI AC Asia ex Japan SF UCITS ETF USD acc
IE00BYXVGZ48,FGEQ.DE,Fidelity Global Quality Income ETF Inc
LU0533033071,FINW.L,Amundi MSCI World Financials UCITS ETF USD Acc
IE00B23D8S39,6PSA.DE,Invesco RAFI US Fundamental Value UCITS ETF
IE00B48X4842,SPYX.DE,State Street SPDR MSCI Emerging Markets Small Cap UCITS ETF
IE00B7452L46,SPYF.DE,State Street SPDR FTSE UK All Share UCITS ETF Acc
IE00BMXC7W70,WPAB.DE,iShares MSCI World Paris-Aligned Climate UCITS ETF USD Acc
DE000ETFL375,EL49.DE,Deka iBoxx € Liquid Corporates Diversified UCITS ETF
IE00BLSN7W87,SPELE.MI,UBS S&P 500 ESG Elite UCITS ETF hEUR acc
LU1273488715,U1FB.DE,UBS MSCI Japan Socially Responsible UCITS ETF hEUR acc
IE00BMVB5K07,V20A.DE,Vanguard LifeStrategy 20% Equity UCITS ETF (EUR) Accumulating
IE00BXDZNK39,UQLT.L,UBS Factor MSCI USA Quality Screened UCITS ETF hGBP dis
LU0321463506,XBCT.DE,Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1C
IE00BM9TSP27,XSOE.DE,WisdomTree Emerging Markets ex-State-Owned Enterprises ESG Screened UCITS ETF
LU0411078552,DBPG.DE,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF 1C
IE00B466KX20,SPYA.DE,State Street SPDR MSCI EM Asia UCITS ETF
IE00BF20LF40,EUMD.L,iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc)
JE00B1VS3W29,PHPM.MI,WisdomTree Physical Precious Metals
DE000A2T0VS9,XSLR.MI,Xtrackers IE Physical Silver ETC
LU1324516308,FRCK.DE,UBS BBG USD EM Sovereign UCITS ETF hEUR acc
IE00BJP26F04,UESD.L,iShares £ Ultrashort Bond ESG SRI UCITS ETF GBP Inc
IE00BZ0PKS76,IFSU.L,iShares STOXX USA Equity Multifactor UCITS ETF USD (Acc)
DE000ETFL292,EL43.DE,Deka MSCI Europe MC UCITS ETF
IE00BKPTXQ89,JMLP.DE,Alerian Midstream Energy Dividend UCITS ETF
IE00BLDGHX39,SPXCC.SW,UBS US Equity Defensive Covered Call SF UCITS ETF USD acc
IE00BFTWP510,ZPRL.DE,State Street SPDR EURO STOXX Low Volatility UCITS ETF
IE00022VXYM7,H411.DE,HSBC MSCI AC FAR EAST ex JAPAN UCITS ETF
IE00BYXYX745,EMID.L,iShares MSCI Europe Mid Cap UCITS ETF EUR (Dist)
IE000UQLOH05,V3RP.L,Vanguard Funds PLC - Vanguard ESG EUR Corporate Bond UCITS ETF GBP Hedged Accumulating
IE00BLRPN388,FYER.DE,Fidelity Emerging Markets Equity Research Enhanced UCITS ETF USD Acc
CH0226976816,CHCORP.SW,iShares Core CHF Corporate Bond ETF (CH)
IE00BK5BR733,VFEA.DE,Vanguard FTSE Emerging Markets UCITS ETF USD Accumulation
IE00B0M63730,IQQF.DE,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist)
IE00B4LN9N13,2B7C.DE,iShares V PLC - iShares S&P 500 Industrials Sector UCITS ETF
IE00BYWZ0440,CEBR.DE,iShares Global High Yield Corp Bond UCITS ETF EUR Hedged (Acc)
IE00BP2C1V62,HPAW.DE,HSBC ETFs PLC - HSBC MSCI World Climate Paris Aligned UCITS ETF
IE00B5WFQ436,HMUS.SW,HSBC MSCI USA UCITS ETF
IE00BMXC7V63,UQAB.DE,iShares S&P 500 Paris-Aligned Climate UCITS ETF
IE0000MMQ5M5,XZME.DE,Xtrackers MSCI USA ESG UCITS ETF 2C EUR Hedged
IE000O58J820,V3YA.DE,Vanguard ESG North America All Cap UCITS ETF USD Accumulation
IE00B3YC1100,XLIS.MI,Invesco Industrials S&P US Select Sector UCITS ETF
DE000ETFL045,EL4D.DE,Deka STOXX Europe Strong Value 20 UCITS ETF
IE000G4PH2B1,UQAB.DE,iShares S&P 500 Paris-Aligned Climate UCITS ETF
IE000L2ZNB07,V3YL.DE,Vanguard ESG North America All Cap UCITS ETF USD Income
IE00BF2FL590,FEUD.L,First Trust Eurozone AlphaDEX UCITS ETF Class B Shares
LU1804202403,UIQN.DE,UBS MSCI EMU Select Factor Mix UCITS ETF EUR acc
IE000GYDNJS5,XCUD.DE,Xtrackers MSCI USA Climate Transition UCITS ETF 1D USD
IE00BHZPJ908,EDMU.DE,iShares MSCI USA CTB Enhanced ESG UCITS ETF USD Acc
IE00BF0M2Z96,BATE.DE,L&G Battery Value-Chain UCITS ETF
IE00BWBXM724,ZPDI.DE,State Street SPDR S&P U.S. Industrials Select Sector UCITS ETF
DE000A1E0HS6,XAD6.MI,Xtrackers Physical Silver ETC (EUR)
LU0322253229,DX2E.DE,Xtrackers S&P Global Infrastructure Swap UCITS ETF
IE00BMDV7354,JREA.DE,JPM AC Asia Pacific ex Japan Research Enhanced Index Equity Active UCITS ETF - USD (acc)
IE00BDR5GV14,GENDER.SW,UBS Global Gender Equality UCITS ETF USD acc
LU1169819981,UB0F.L,UBS Core MSCI EMU UCITS ETF hGBP dis
IE000MJIXFE0,WEBC.DE,Amundi MSCI North America ESG Broad Transition UCITS ETF Dist
IE000S9T0WR9,UQLTS.SW,UBS Factor MSCI USA Quality Screened UCITS ETF hCHF acc
LU1169820138,UB0E.L,UBS Core MSCI EMU UCITS ETF hGBP acc
LU1127516455,XD5S.L,Xtrackers MSCI EMU UCITS ETF 2C - GBP Hedged
LU1273489440,JPSRU.SW,UBS MSCI Japan Socially Responsible UCITS ETF hUSD acc
IE00B9F5YL18,VGEJ.DE,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Distributing
IE00BD1F4L37,QDVB.DE,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc)
IE00BWBXM948,ZPDT.DE,State Street SPDR S&P U.S. Technology Select Sector UCITS ETF
LU1900068161,LASI.DE,Amundi MSCI AC Asia Ex Japan UCITS ETF
LU2023678878,EBUY.DE,Amundi MSCI Digital Economy UCITS ETF Acc
IE00BKKCKJ46,JGHY.DE,JPMorgan ETFs (Ireland) ICAV Global High Yield Corporate Bond Multi-Factor Active UCITS ETF USD Acc
IE0000BH4WF5,IEXA.DE,iShares € Corp Bond ex-Financials UCITS ETF EUR (Acc)
IE000Y4K4833,JRMD.L,JPMorgan ETFs (Ireland) ICAV - Global Emerging Markets Research Enh Idx Eq Active UCITS ETF USD Inc
IE0002ZM3JI1,XNUS.DE,Xtrackers USA Net Zero Pathway Paris Aligned UCITS ETF
LU1900068328,LASP.DE,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF
IE00BK5BQZ41,VGEK.DE,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Accumulation
IE00BD1F4N50,QDVA.DE,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc)
IE00B3F81G20,EUNI.DE,iShares MSCI EM Small Cap UCITS ETF USD (Dist)
IE00BF2QSQ20,IUQD.L,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist)
IE000IP0UC52,SADH.DE,Amundi MSCI USA ESG Selection UCITS ETF Acc EUR HEDGED
LU1603795458,IQEE.MI,IndexIQ Factors Sustainable Europe Equity UCITS ETF Cap
IE000PMX0MW6,WELD.DE,Amundi ETF ICAV - Amundi S&P World Utilities Screened UCITS ETF Acc
IE00BKY58625,HSXU.L,HSBC Europe Ex UK Screened Equity UCITS ETF EUR Dis
LU0292109005,XMEA.DE,"Xtrackers MSCI EM Europe, Middle East & Africa ESG Swap UCITS ETF 1C"
LU0959210278,EUDIV.PA,Amundi S&P Eurozone Dividend Aristocrat Screened UCITS ETF Dist
IE00013A2XD6,CBUQ.DE,iShares MSCI ACWI SRI UCITS ETF
IE00BYTH6238,FPXU.PA,First Trust US Equity Opportunities UCITS ETF Class A Accumulation
IE00BYV03C98,FUSP.L,Fidelity US Quality Income UCITS ETF GBP Hedged Acc
IE00BK72HN04,SRWG.L,UBS MSCI World Socially Responsible UCITS ETF hGBP dis
IE000U7L59A3,CBUC.DE,iShares MSCI USA CTB Enhanced ESG UCITS ETF EUR Hedged Acc
IE00BGBN6P67,BNXG.DE,Invesco CoinShares Global Blockchain UCITS ETF
IE00BX7RRJ27,UBUT.DE,UBS Factor MSCI USA Quality Screened UCITS ETF USD dis
LU0321462953,XEMB.DE,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 1C - EUR Hedged
IE00BJ5CNR11,GACA.DE,Goldman Sachs ActiveBeta Paris-Aligned Sustainable US Large Cap Equity UCITS ETF USD Acc
LU1215828218,XDUE.SW,Xtrackers MSCI EMU UCITS ETF 3C - CHF Hedged
LU1287022708,LGQM.DE,Amundi Pan Africa UCITS ETF Acc
DE000ETFL359,EL48.DE,Deka iBoxx € Liquid Germany Covered Diversified UCITS ETF
LU1720938924,EMLOCA.SW,UBS J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF USD acc
IE00BFF5RZ82,IUMD.L,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist)
IE000E66LX20,ACLE.DE,AXA IM ACT Climate Equity UCITS ETF - EUR H Acc
IE00BLB2GS19,MAGU.AS,iShares Growth Portfolio UCITS ETF USD Hedged (Acc)
LU0950668870,0DZP.L,UBS ETF - MSCI EMU UCITS ETF (E
IE00B86MWN23,EUN0.DE,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc)
LU1169819635,EMUCHF.SW,UBS Core MSCI EMU UCITS ETF hCHF acc
IE000MINO564,ENDH.DE,L&G Emerging Markets Government Bond (USD) 0-5 Year Screened UCITS ETF EUR Hedged Accumulation
IE00B02KXL92,IQQM.DE,iShares EURO STOXX Mid UCITS ETF EUR (Dist)
IE000PEAJOT0,SADU.DE,Amundi MSCI USA ESG Selection UCITS ETF Acc
IE00BKTLJC87,AYEU.DE,iShares Smart City Infrastructure UCITS ETF
IE00020C1NS6,GBHG.L,Invesco Global High Yield Corporate Bond ESG Climate Transition UCITS ETF GBP PfHdg Dis
IE000JTPK610,CBUY.DE,iShares MSCI ACWI SRI UCITS ETF
IE00BMYDMC42,LGGM.DE,L&G Emerging Markets Quality Dividends Equal Weight ETF USD Dis
IE00BQZJBM26,WTED.DE,WisdomTree Emerging Markets SmallCap Dividend UCITS ETF
IE00BKTLJB70,AYEV.DE,iShares Smart City Infrastructure UCITS ETF
IE00BWT3KN65,UBUX.DE,UBS Factor MSCI USA Quality Screened UCITS ETF hEUR acc
LU1981859819,XCO2.DE,Amundi Global Aggregate Proceeds Bond 1-10Y UCITS ETF Acc
IE00B5MTYK77,SC02.DE,Invesco STOXX Europe 600 Optimised Financial Services UCITS ETF
IE00BG13YZ23,UFSD.L,iShares STOXX USA Equity Multifactor UCITS ETF USD (Dist)
IE00B945VV12,VGEU.DE,Vanguard FTSE Developed Europe UCITS ETF
IE00B4NCWG09,SSLN.MI,iShares Physical Silver ETC
IE00BK5BQX27,VWCG.DE,Vanguard FTSE Developed Europe UCITS ETF EUR Accumulation
IE00BDVPNG13,WTI2.DE,WisdomTree Artificial Intelligence UCITS ETF - USD Acc
LU2345046655,EMXU.DE,Amundi MSCI Emerging Ex China ESG Selection - UCITS ETF DR (C)
FR0010717090,18M2.DE,Amundi MSCI EMU High Dividend UCITS ETF Acc
DE0005933980,EXSC.DE,iShares STOXX Europe Large 200 UCITS ETF (DE)
IE00BDGV0415,USUE.DE,UBS MSCI USA Select Factor Mix UCITS ETF USD acc
LU2089238112,PRAZ.DE,Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR (C)
LU0514694370,XCS3.DE,Xtrackers MSCI Malaysia UCITS ETF 1C
LU1215452928,UIMZ.DE,UBS Factor MSCI EMU Prime Value Screened UCITS ETF EUR dis
IE00BYXVWC37,STHS.L,PIMCO Advantage US Short-Term High Yield Corporate Bond UCITS ETF GBP (Hedged) Inc
IE00BF540Z61,GFEA.DE,VanEck Global Fallen Angel High Yield Bond UCITS ETF
NL0009690247,TCBT.DE,VanEck iBoxx EUR Corporates UCITS ETF
IE000YK1TO74,JYEH.DE,JPM Global High Yield Corporate Bond Multi-Factor Active UCITS ETF - EUR Hedged (dist)
IE00BG13YK79,MVED.L,iShares Edge MSCI Europe Minimum Volatility UCITS ETF
IE00BDGV0308,USFMD.MI,UBS MSCI USA Select Factor Mix UCITS ETF USD dis
IE00BDR5H073,GGUE.DE,UBS Global Gender Equality UCITS ETF hEUR acc
IE00BKY55W78,HSEU.MI,HSBC Europe Screened Equity UCITS ETF
IE00B5MJYX09,SC0S.DE,Invesco STOXX Europe 600 Optimised Industrial Goods & Services UCITS ETF
LU2361257269,XUEE.DE,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 1D EUR Hedged
FR0010755611,18MF.DE,Amundi MSCI USA Daily (2x) Leveraged UCITS ETF Acc
IE00B53QG562,SXR7.DE,iShares VII PLC -iShares Core MSCI EMU UCITS ETF EUR (Acc)
LU0328475792,XSX6.DE,Xtrackers Stoxx Europe 600 UCITS ETF 1C
