isin,symbol,name
IE00BSPLC413,ZPRV.DE,State Street SPDR MSCI USA Small Cap Value Weighted UCITS ETF USD Acc
IE00B4MCHD36,QDVK.DE,iShares S&P 500 Consumer Discretionary Sector UCITS ETF USD (Acc)
LU1079841273,USCP.DE,Ossiam Shiller Barclays Cape US Sector Value TR 1C (EUR)
IE00BF3N7102,IBC2.DE,iShares $ High Yield Corp Bond UCITS ETF
LU1547515137,ASRD.DE,BNP Paribas Easy JPM Screened EMBI Global Diversified Composite UCITS ETF H EUR Capitalisation
IE00BLRPQK69,UKG5.L,L&G UK Gilt 0-5 Year UCITS ETF
DE000A0H0728,EXXY.DE,iShares Diversified Commodity Swap UCITS ETF (DE)
IE00BKWQ0M75,SMCX.MI,State Street SPDR MSCI Europe Small Cap UCITS ETF
LU0292109344,XMBR.DE,Xtrackers MSCI Brazil UCITS ETF 1C
IE00BZ173V67,3SUR.DE,iShares MSCI USA SRI UCITS ETF
IE00BGQYRR35,XUCD.DE,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D
LU0292106167,XDBC.DE,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged
IE00BYYLVJ24,BCFE.DE,UBS BBG Commodity CMCI SF UCITS ETF hEUR acc
IE00BCLWRB83,IS3F.DE,iShares $ Corp Bond Interest Rate Hedged UCITS ETF USD (Dist)
IE00BGQ0J979,EMCH.SW,iShares J.P. Morgan $ EM Bond UCITS ETF CHF Hedged (Acc)
LU1681039050,JP40.DE,Amundi Index Solutions - Amundi JPX-Nikkei 400
IE00BP2C0316,HPAE.DE,HSBC ETFs PLC - HSBC MSCI Europe Climate Paris Aligned UCITS ETF
IE00BKY53D40,HSUK.PA,HSBC UK Screened Equity UCITS ETF
IE0006FFX5U1,XNNV.DE,Xtrackers MSCI Innovation UCITS ETF 1C USD Acc
IE00BD6FTQ80,CMOD.MI,Invesco Bloomberg Commodity UCITS ETF
IE00B3VTML14,SXRP.DE,iShares VII PLC - iShares € Govt Bond 3-7yr ETF EUR Acc
GB00BJYDH287,WBTC-ETFP.MI,WisdomTree Physical Bitcoin
IE00BZ56SW52,WTEM.DE,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc
IE00B7N3YW49,STHY.MI,PIMCO Advantage US Short-Term High Yield Corporate Bond UCITS ETF Inc
LU0322248146,DXS0.DE,Xtrackers SLI UCITS ETF
CH1199067674,21BC.DE,21Shares AG                   O
IE00B8KGV557,EUNZ.DE,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc)
LU1681037781,TPXY.PA,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C JPY
LU2278080713,XCMC.DE,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C - USD
IE00B6S2Z822,SPYG.DE,State Street SPDR S&P UK Dividend Aristocrats UCITS ETF
IE00BL6K8C82,CBUA.DE,iShares MSCI Europe Paris-Aligned Climate UCITS ETF
IE00BH361H73,XDND.DE,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C
IE00BWBXM278,ZPDD.DE,State Street SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF
LU1659681230,ZSRN.DE,BNP Paribas Easy MSCI Emerging SRI PAB UCITS ETF EUR Capitalisation
DE000ETFL540,D6RT.DE,Deka MSCI Germany Climate Change ESG CTB UCITS ETF
LU2611732129,C006.DE,Amundi Index Solutions - Amundi F.A.Z. 100 UCITS ETF EUR Distributing
LU0322253732,DX2I.DE,Xtrackers MSCI Europe Screened UCITS ETF 1C
LU1437025296,FTSE.PA,Amundi MSCI UK IMI SRI Climate Paris Aligned - UCITS ETF DR - GBP (C)
LU1681038912,JP40.DE,Amundi Index Solutions - Amundi JPX-Nikkei 400
IE00BLDGHF56,SPXPW.SW,UBS US Equity Defensive Put Write SF UCITS ETF USD acc
LU1659681313,XU6C.DE,BNP Paribas Easy MSCI Emerging SRI PAB UCITS ETF EUR Distribution
IE000AIFGRB9,WDEE.DE,Invesco Markets II plc - Invesco S&P World Energy Targeted & Screened UCITS ETF
LU2469335371,AMEG.L,Amundi MSCI Emerging Markets SRI Climate Paris Aligned - UCITS ETF DR - GBP (D)
IE00BN4Q0933,AW13.DE,UBS MSCI Europe Climate Paris Aligned UCITS ETF EUR acc
GB00BLBDZV05,BTCX-USD.SW,Global X Bitcoin ETP
LU0950671825,JPNA.MI,UBS Core MSCI Japan UCITS ETF JPY acc
LU1931974775,PR1J.DE,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR
LU0136240974,UIM5.DE,UBS Core MSCI Japan UCITS ETF JPY dis
IE0008470928,EUN1.DE,iShares STOXX Europe 50 UCITS ETF EUR (Dist)
XS2434891219,FBTC.MI,Fidelity Physical Bitcoin ETP
LU1079842321,EUPE.DE,Ossiam Shiller Barclays Cape Europe Sector Value TR UCITS ETF 1C EUR Acc
IE000RLUE8E9,PAUS.DE,Invesco MSCI USA ESG Climate Paris Aligned UCITS ETF
LU2059756754,ACUG.DE,Amundi MSCI Emerging Markets SRI Climate Paris Aligned - UCITS ETF DR (D)
LU1953137681,EMUS.DE,BNP Paribas Easy MSCI EMU SRI PAB UCITS ETF Capitalisation
LU2109787635,SRHE.DE,Amundi MSCI EMU SRI Climate Paris Aligned - UCITS ETF DR (C)
IE00BF4J0300,CMOE.DE,Invesco Bloomberg Commodity UCITS ETF EUR Hedged
LU1169830442,UC94.L,UBS MSCI Switzerland 20/35 UCITS ETF hGBP dis
DE000ETFL433,ELF0.DE,Deka DAX ex Financials 30 UCITS ETF
DE000A3GK2N1,XBTI.DE,DDA ETP GmbH                  O
LU1169830525,UC93.L,UBS MSCI Switzerland 20/35 UCITS ETF hGBP acc
LU2446381555,ASRV.DE,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB
IE00BMH5YS76,DRVG.L,Global X Autonomous & Electric Vehicles UCITS ETF USD Inc
LU0411075376,DBPE.DE,Xtrackers LevDAX Daily Swap UCITS ETF 1C
LU1781541252,LCUJ.DE,Amundi Core MSCI Japan UCITS ETF Acc
IE00BYXYYL56,IHYA.L,iShares $ High Yield Corp Bond UCITS ETF USD (Acc)
LU1861138961,AMEI.DE,Amundi MSCI Emerging Markets SRI Climate Paris Aligned - UCITS ETF DR (C)
DE0005933964,EXI1.DE,iShares SLI UCITS ETF (DE)
LU2089238385,PRAJ.DE,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR (C)
IE00B2QWDY88,IUS4.DE,iShares MSCI Japan Small Cap UCITS ETF USD (Dist)
LU2090063673,NADA.DE,Amundi Core MSCI Japan UCITS ETF Dist
LU1681037609,TPXE.PA,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C EUR
LU2382233182,GCSG.L,Amundi Index Solutions - Amundi Global Corporate Bond 1-5Y ESG - UCITS ETF DR - HEDGED GBP (C)
LU0599613147,OSX6.DE,Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR)
IE00BYZ28W67,ISFD.L,iShares Core FTSE 100 UCITS ETF USD Hedged (Acc)
IE00BNC0MD55,AW1I.DE,UBS MSCI Japan Universal UCITS ETF JPY acc
GB00B15KY989,AIGC.L,WisdomTree Broad Commodities
LU1280300853,EUSR.L,UBS MSCI EMU Socially Responsible UCITS ETF hGBP dis
LU1940199984,ESGH.MI,Amundi MSCI Europe ESG Selection UCITS ETF EUR Hedged Acc
IE000PPEL1I4,LNXB.DE,Investlinx Balanced Income UCITS ETF
IE000UDV9YG1,EYED.L,iShares MSCI Europe Energy Sector UCITS ETF EUR (Dist)
IE00BDF16114,WTD7.DE,WisdomTree Europe SmallCap Dividend UCITS ETF - Acc
DE000PB8C0P8,B4NQ.DE,BNP Paribas Issuance B.V.     O
LU2368674631,CUIK.DE,Amundi MSCI UK IMI SRI Climate Paris Aligned - UCITS ETF DR - EUR (D)
IE00BMH5YR69,DR7E.DE,Global X Autonomous & Electric Vehicles UCITS ETF USD Acc
IE000MO2MB07,WTRE.DE,WisdomTree New Economy Real Estate UCITS ETF - USD Acc
IE000X9TLGN8,WTER.DE,WisdomTree New Economy Real Estate UCITS ETF - USD
FR0013209921,FR0013209921.SG,Amundi MSCI World Ex USA Screened UCITS ETF Acc
FR0010245514,LYY4.DE,Amundi Japan TOPIX II UCITS ETF
LU2368674045,EAHG.L,Amundi Index Solutions - Amundi Index Euro AGG SRI
LU0252634307,LYY8.DE,Amundi LevDax Daily (2x) leveraged UCITS ETF
LU2090062600,LVDX.DE,Amundi LevDax Daily (2x) leveraged UCITS ETF Dist
IE00B5M4WH52,IUSP.DE,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist)
LU1940199711,LEAD.DE,Amundi MSCI Europe ESG Selection UCITS ETF Acc
IE00B4WPHX27,ETL2.DE,L&G Longer Dated All Commodities UCITS ETF
IE00BCRY6003,IS3K.DE,iShares $ Short Duration High Yield Corp Bond UCITS ETF
LU1681044308,CS9.PA,Amundi MSCI Europe ex Switzerland ESG Broad Transition UCITS ETF Acc
IE00BKW9SW28,IGCB.L,Invesco GBP Corporate Bond UCITS ETF Dist
IE00B58HMN42,CCEUAS.MI,UBS CMCI Composite SF UCITS ETF hEUR acc
IE00BFD2H405,SKYE.DE,First Trust Cloud Computing UCITS ETF Class A USD Accumulation
XS2376095068,BTIC.SW,Invesco Physical Bitcoin ETN
IE00BMW42413,ESIT.DE,iShares MSCI Europe Information Technology Sector UCITS ETF
IE00BDS67326,EM1C.DE,VanEck J.P. Morgan EM Local Currency Bond UCITS ETF A USD
IE00BKWQ0K51,SPYK.DE,State Street SPDR MSCI Europe Technology UCITS ETF
LU2572257470,X026.DE,Amundi MSCI Europe Small Cap ESG Broad Transition UCITS ETF Dist
LU2194447293,BJLE.DE,BNP PARIBAS EASY - ECPI Global ESG Blue Economy UCITS ETF Cap
IE00BZ173W74,LQDH.AS,iShares $ Corp Bond Interest Rate Hedged UCITS ETF
IE00BD0Q9673,FAHY.DE,Invesco US High Yield Fallen Angels UCITS ETF
LU1291108642,EWRD.DE,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped
IE00BQZJC527,WTES.DE,WisdomTree Europe SmallCap Dividend UCITS ETF
IE000940RNE6,WBKN.DE,WisdomTree Blockchain UCITS ETF - USD Acc
IE00BJLKK341,SMUA.AS,iShares MSCI EMU SRI UCITS ETF EUR Acc
IE00BKVL7D31,MVEE.DE,iShares Edge MSCI Europe Minimum Volatility Advanced UCITS ETF EUR (Acc)
LU1646359619,JPXX.L,Amundi Index Solutions - Amundi MSCI Japan SRI Climate Paris Aligned - UCITS ETF DR - HEDGED GBP (C)
LU0429790743,XCBE.DE,Xtrackers Bloomberg Commodity Swap UCITS ETF 2C - EUR Hedged
GB00B15KYC19,AIGO.L,WisdomTree Petroleum
IE000YDOORK7,XFNT.DE,Xtrackers MSCI Fintech Innovation UCITS ETF 1C USD Acc
IE00BYQCZQ89,HEDP.L,WisdomTree Europe Equity UCITS ETF - GBP Hedged
LU2533813023,ASRZ.DE,BNP Paribas Easy ECPI Global ESG Hydrogen Economy
IE00B4L5YX21,EUNN.DE,iShares Core MSCI Japan IMI UCITS ETF USD (Acc)
IE00B95PGT31,VJPN.DE,Vanguard FTSE Japan UCITS ETF USD Distributing
LU1291102447,EJAP.DE,BNP Paribas Easy MSCI Japan Min TE UCITS ETF Cap
IE00B00FV011,SLXX.L,iShares Core £ Corp Bond UCITS ETF GBP (Dist)
IE00BL6K8D99,EMPA.AS,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR Acc
LU0446734104,UIMA.DE,UBS Core MSCI Europe UCITS ETF EUR dis
IE00BM67HS53,XDWM.DE,Xtrackers MSCI World Materials UCITS ETF 1C
IE00BM8R0J59,QYLE.DE,Global X NASDAQ 100 Covered Call UCITS ETF Dis
CH0454664001,2BTC.DE,21Shares AG                   O
DE000A28M8D0,VBTC.DE,VanEck ETP AG                 E
IE00B58FQX63,CCCHA.SW,UBS CMCI Composite SF UCITS ETF hCHF acc
IE00BKT1CS59,SNAZ.DE,iShares J.P. Morgan $ EM Corp Bond UCITS ETF EUR Hedged (Acc)
LU1435356495,LYXE.DE,Amundi Index Solution - Amundi USD High Yield Corporate Bond ESG UCITS ETF EUR Hedged Dist
LU2130768844,EABE.DE,Amundi MSCI Europe Climate Paris Aligned UCITS ETF Acc
DE000ETFL300,EL44.DE,Deka MSCI Japan UCITS ETF
LU2439874319,C9DF.DE,Frankfurter UCITS-ETF - Modern Value
IE00BFM15T99,SJPD.AS,iShares Core MSCI Japan IMI UCITS ETF USD (Dist)
IE0000FCGYF9,C5ME.DE,Invesco Markets plc - Invesco S&P China A MidCap 500 Swap UCITS ETF
IE000TI21P14,PAUE.DE,IMII-MSCI EU.ESG Cl.Par.Al.ETFR
IE00BWT3KS11,AUHEUA.MI,UBS MSCI Australia UCITS ETF hEUR acc
IE000BWKUES1,AKWA.DE,Global X Clean Water UCITS ETF USD Acc
IE00BYTH5S21,ZPD3.DE,State Street SPDR S&P Global Dividend Aristocrats Screened UCITS ETF
LU0940748279,PACUA.SW,UBS MSCI Pacific ex Japan UCITS ETF USD acc
IE00BXDZNH00,UPVL.L,UBS Factor MSCI USA Prime Value Screened UCITS ETF hGBP dis
IE00BD5HBR05,FXGB.L,First Trust FactorFX UCITS ETF Class B GBP
IE00B6SPMN59,IBCK.DE,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc)
IE0004MFRED4,XZEW.DE,Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 1C
IE00BFMXYX26,VJPA.DE,Vanguard FTSE Japan UCITS ETF USD Accumulation
IE00BZ17CN18,SDHA.L,iShares $ Short Duration High Yield Corp Bond UCITS ETF USD (Acc)
LU1615092217,EMWE.DE,BNP Paribas Easy MSCI World SRI PAB UCITS ETF EUR Capitalisation
IE00BFXR5T61,ETLR.DE,L&G Japan Equity UCITS ETF
IE00BKP5L623,CMES.SW,iShares J.P. Morgan Advanced $ EM Bond UCITS ETF CHF Hedged (Acc)
IE00BKY55S33,XU8Z.DE,HSBC Japan Screened Equity UCITS ETF
LU1169830103,SVE.MI,UBS MSCI Switzerland 20/35 UCITS ETF hEUR acc
LU2023679090,ELCR.DE,Amundi MSCI Smart Mobility UCITS ETF Acc
IE00B4694Z11,SYBS.DE,State Street SPDR Bloomberg Sterling Corporate Bond UCITS ETF (Dist)
IE000ZO4CUT7,EMMH.MI,L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF EUR Hedged Accumulating
IE000JNKVS10,JPSC.DE,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Small Cap Equity UCITS ETF
LU1435356149,LYX8.DE,Amundi Index Solution - Amundi USD High Yield Corporate Bond ESG UCITS ETF Dist
GB00BNGJ9G01,SOLW-ETFP.MI,WisdomTree Physical Solana
DE000PS701L2,BNQA.DE,BNP Paribas Issuance B.V.     O
IE00BYVTMZ20,FAEU.DE,Invesco US High Yield Fallen Angels UCITS ETF (EUR Hdg)
IE0009D6K2A2,FAHY.DE,Invesco US High Yield Fallen Angels UCITS ETF
LU0274209740,DBXJ.DE,Xtrackers MSCI Japan UCITS ETF
LU0977261329,SW2CHB.MI,UBS MSCI Switzerland 20/35 UCITS ETF CHF acc
IE00BMP3HN93,UKSR.AS,UBS MSCI United Kingdom IMI Socially Responsible UCITS ETF GBP dis
IE00BYYHSM20,QDVX.DE,iShares MSCI Europe Quality Dividend Advanced UCITS ETF EUR (Dist)
DE000A27Z304,BTCE.DE,Bitwise Physical Bitcoin ETC
LU0979892907,SW2CHA.SW,UBS MSCI Switzerland 20/35 UCITS ETF CHF dis
IE00BMDKNW35,DAVV.DE,VanEck Crypto& Blockchain Innovators ETF A USD Acc
DE0002635273,EXSB.DE,iShares DivDAX UCITS ETF (DE)
IE00B0M63516,IQQB.DE,iShares MSCI Brazil UCITS ETF USD (Dist)
DE000ETFL565,D6RR.DE,Deka MSCI Europe Climate Change ESG CTB UCITS ETF
IE000J0LN0R5,WELN.DE,Amundi ETF ICAV - Amundi S&P World Energy Screened UCITS ETF Acc
GB00BNRRFY34,SLNC-ETFP.MI,CoinShares Solana Staking ETP
LU2581375230,XM1D.DE,Xtrackers MSCI Japan UCITS ETF 1D
IE000C692SN6,H41G.DE,HSBC MSCI World Small Cap Screened UCITS ETF USD Acc
IE00BD93YH54,SPMD.L,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist)
LU2611731741,C003.DE,Amundi Index Solutions - Amundi DivDAX I UCITS ETF EUR Distributing
IE00BJ06C937,JMBA.DE,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF
IE00B449XP68,XLYS.MI,Invesco Consumer Discretionary S&P US Select Sector UCITS ETF
LU0249326488,M9SA.DE,Market Access Rogers International Commodity Index UCITS ETF
LU1377382103,QUEU.DE,BNP Paribas Easy Quality Europe UCITS ETF Cap
IE00BQZJBQ63,WTEU.DE,WisdomTree US Equity Income UCITS ETF
IE00BDFC6G93,JPBM.DE,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF
CH0558875933,SBTCU.AS,AMINA Bitcoin ETP
IE0006RFB3X2,HMJD.MI,HSBC MSCI JAPAN UCITS ETF
LU1481201611,QUED.DE,BNP Paribas Easy Quality Europe UCITS ETF Dis
JE00B24DMC49,EFCM.MI,WisdomTree Broad Commodities Longer Dated - EUR Daily Hedged
IE00B4QNHH68,DEL2.DE,L&G DAX Daily 2x Long UCITS ETF
IE00BLNMYC90,XDEW.DE,Xtrackers S&P 500 Equal Weight UCITS ETF 1C
IE000MLMNYS0,O4J0.DE,iShares S&P 500 Equal Weight UCITS ETF USD (Acc)
IE00B02KXH56,IQQJ.DE,iShares MSCI Japan UCITS ETF USD (Dist)
IE00B53QDK08,SXR5.DE,iShares VII PLC - iShares MSCI Japan ETF USD Acc
IE00B53H0131,UIQK.DE,UBS CMCI Composite SF UCITS ETF USD acc
IE00B9M6SJ31,IBCQ.DE,iShares Global Corp Bond EUR Hedged UCITS ETF (Dist)
IE00BNGJJT35,SP2Q.DE,Invesco S&P 500 Equal Weight Index ETF Acc
IE00BD3V0B10,IUS2.DE,iShares V PLC - iShares S&P U.S. Banks UCITS ETF
LU0943504760,XSMC.SW,Xtrackers Switzerland UCITS ETF 1C
IE000CXLGK86,XDED.DE,Xtrackers S&P 500 Equal Weight UCITS ETF 2D
LU0950674761,EMUSRI.MI,UBS MSCI EMU Socially Responsible UCITS ETF EUR acc
IE00BM8QRY62,SP2D.DE,Invesco S&P 500 Equal Weight Index ETF Inc
IE00BPVLQD13,XDNY.DE,Xtrackers MSCI Japan Screened UCITS ETF 1D
IE00BD3RYZ16,OM3X.DE,iShares OMX Stockholm Capped UCITS ETF
IE0001A541Y3,JJEJ.DE,JPMorgan ETFs (Ireland) ICAV - Japan Research Enhanced Index Equity Active UCITS ETF JPY (acc)
IE00BYTRRF33,WMAT.MI,State Street SPDR MSCI World Materials UCITS ETF USD Acc
IE000CK5G8J7,CBUX.DE,iShares Global Infrastructure UCITS ETF
IE00BD6RZT93,WTD9.DE,WisdomTree US Equity Income UCITS ETF - Acc
IE00BDDRF700,T3KE.DE,HAN-GINS Tech Megatrend Equal Weight UCITS ETF - Accumulating
IE00BKWD3F20,TIGB.L,Invesco US Treasury Bond 0-1 Year UCITS ETF GBP Hedged Dist
LU1484800955,CBSEUS.SW,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF hCHF acc
LU1646359882,JPXU.L,Amundi Index Solutions - Amundi MSCI Japan SRI Climate Paris Aligned - UCITS ETF DR - HEDGED USD (C)
IE0009SJ3GE3,WELP.DE,Amundi ETF ICAV - Amundi S&P World Energy Screened UCITS ETF Dist
IE00B60SX287,SC0I.DE,Invesco MSCI Japan UCITS ETF
IE00BMDBMV87,ESGJ.DE,Invesco Markets II plc - Invesco MSCI Japan Universal Screened UCITS ETF
IE0003IT72N9,ABIE.DE,BNP PARIBAS EASY II Biodiversity UCITS ETF - EUR H Acc
IE00BYQCZT11,HEDJ.MI,WisdomTree Europe Equity UCITS ETF
IE00B52MJY50,SXR1.DE,iShares VII PLC - iShares Core MSCI Pac ex-Jpn ETF USD Acc
IE00BFM6TD65,EMCA.L,iShares J.P. Morgan $ EM Corp Bond UCITS ETF USD (Acc)
IE00B6TLBW47,IS0Q.DE,iShares J.P. Morgan $ EM Corp Bond UCITS ETF USD (Dist)
IE00BKT6RT64,CYBU.AS,iShares China CNY Bond UCITS ETF
IE00B5SG8Z57,HMXJ.MI,HSBC MSCI Pacific ex Japan UCITS ETF
LU1681038672,RS2K.DE,Amundi Index Solutions - Amundi Russell 2000 ETF-C EUR
IE00BK5BC891,XMLC.DE,L&G Clean Water UCITS ETF
IE00BYTRR863,WNRG.MI,State Street SPDR MSCI World Energy UCITS ETF
IE000SGVQIZ9,W450.DE,HSBC MSCI Pacific ex Japan UCITS ETF USD (Acc)
CH1114873776,ASOL.DE,21Shares Solana Staking ETP
IE00BP2NF958,JREJ.DE,JPMorgan ETFs (Ireland) ICAV - Japan Research Enhanced Index Equity Active UCITS ETF USD (acc)
LU1291106356,PAC.DE,BNP Paribas Easy MSCI Pacific ex Japan Min TE Min TE UCITS ETF Cap
LU1220245556,LGQK.DE,Amundi MSCI Pacific Ex Japan UCITS ETF Dist
IE00B5VX7566,HMJD.MI,HSBC MSCI JAPAN UCITS ETF
IE00BYXPXL17,SXR0.DE,iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc)
IE00B4P11460,PEML.DE,PIMCO Advantage Emerging Markets Local Bond UCITS ETF Acc USD
LU0292108619,DBX3.DE,Xtrackers MSCI EM Latin America ESG Swap UCITS ETF 1C
LU0446734526,UIMD.DE,UBS MSCI Pacific ex Japan UCITS ETF USD dis
LU1829219713,LYS5.DE,Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5Y UCITS ETF Acc
IE00BYX8XD24,IS31.DE,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc)
IE00005YSIA4,JREI.DE,JPMorgan ETFs (Ireland) ICAV- Japan Research Enhanced Index Equity Active UCITS ETF - USD (dist)
IE00BVFZGD11,BRND.MI,WisdomTree Bloomberg Brent Crude Oil ETC
IE00BVXBH163,WTDH.DE,WisdomTree Europe Equity UCITS ETF - USD Hedged
IE00BJL36X53,ZPR6.DE,State Street SPDR ICE BofA 0-5 Year EM USD Government Bond EUR Hdg UCITS ETF
IE00BK6M1392,IHYC.SW,iShares $ High Yield Corp Bond UCITS ETF CHF Hedged (Acc)
IE00BD6RZW23,WTDY.DE,WisdomTree US Equity Income UCITS ETF - EUR Hedged Acc
XS2399364152,QQQ5.DE,Leverage Shares 5x Long Nasdaq 100 ETP Securities
IE00BM67HM91,XDW0.DE,Xtrackers MSCI World Energy UCITS ETF 1C
IE00BJ5JP105,5MVW.DE,iShares MSCI World Energy Sector UCITS ETF USD Inc
LU0629460675,UIMR.DE,UBS MSCI EMU Socially Responsible UCITS ETF EUR dis
IE00BFXR5W90,ETLK.DE,L&G Asia Pacific ex Japan Equity UCITS ETF
IE00BMYDM794,HTMW.DE,L&G Hydrogen Economy UCITS ETF
IE00BFZPF546,EMGA.PA,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Acc)
LU2250132763,CHSR.DE,UBS MSCI Switzerland IMI Socially Responsible UCITS ETF CHF acc
LU2269164310,JARH.DE,Amundi Index Solutions - Amundi MSCI Japan SRI Climate Paris Aligned - UCITS ETF DR - HEDGED EUR (C)
LU2300294746,JUPI.DE,Amundi MSCI Japan ESG Broad Transition UCITS ETF DIST
IE00BHZRR253,FLRG.DE,Franklin Sustainable Euro Green Bond UCITS ETF EUR (Acc)
IE000XAGSCY5,BLCH.DE,Global X Blockchain UCITS ETF USD Acc
IE00BYQCZP72,HEDJ.MI,WisdomTree Europe Equity UCITS ETF
LU1273642816,EUSRS.SW,UBS MSCI EMU Socially Responsible UCITS ETF hCHF acc
IE00BX7RS779,AUHCHA.SW,UBS MSCI Australia UCITS ETF hCHF acc
LU1273642907,EUSRT.SW,UBS MSCI EMU Socially Responsible UCITS ETF hCHF dis
LU1280300770,EUSRU.SW,UBS MSCI EMU Socially Responsible UCITS ETF hUSD acc
GB00B15KXW40,UGAS.L,WisdomTree Gasoline
IE00BMH5XY61,E61Z.DE,Global X E-commerce UCITS ETF USD Acc
IE00BJ38QD84,ZPRR.DE,State Street SPDR Russell 2000 US Small Cap UCITS ETF
IE00BFNM3L97,SGAJ.DE,iShares MSCI Japan Screened UCITS ETF USD (Acc)
IE00BQWJFQ70,ZPRI.DE,State Street SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF
IE00BHZPJ452,EDMJ.DE,iShares MSCI Japan CTB Enhanced ESG UCITS ETF USD Acc
LU0524480265,XY4P.DE,Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1C
JE00B78CGV99,BRNG.L,WisdomTree Brent Crude Oil
IE000FOSCLU1,MPAB.AS,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR Dist
DE000A0D8QZ7,EXSE.DE,iShares STOXX Europe Small 200 UCITS ETF (DE)
LU1602144732,J1GR.DE,Amundi MSCI Japan ESG Broad Transition UCITS ETF EUR Acc
IE00BFNM3M05,SODJ.DE,iShares MSCI Japan Screened UCITS ETF USD (Dist)
IE00BNGFMX61,FJPR.DE,Fidelity Japan Equity Research Enhanced UCITS ETF JPY Acc
IE00B60SX402,SC0K.DE,Invesco Russell 2000 UCITS ETF
LU0962071741,XYPD.DE,Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1D
IE00BK6NC407,IECH.SW,iShares Core € Corp Bond UCITS ETF CHF Hedged (Acc)
LU1681041031,FRNH.DE,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - HEDGED EUR (C)
DE000ETFL276,EL41.DE,Deka MSCI USA MC UCITS ETF
IE00BX7RS555,AUHUSA.SW,UBS MSCI Australia UCITS ETF hUSD acc
IE00BMFNW783,7RIP.DE,HANetf ICAV - US Global Investors Travel UCITS ETF
IE00BYQCZX56,WTDF.DE,WisdomTree Europe Equity UCITS ETF - EUR Acc
LU2439119236,ACUU.DE,Amundi MSCI AC Far East Ex Japan ESG Selection - UCITS ETF DR - USD (C)
LU1646360542,JPNE.DE,Amundi Index Solutions - Amundi MSCI Japan SRI Climate Paris Aligned - UCITS ETF DR - HEDGED EUR (D)
FR0010468983,LYMZ.DE,Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF
IE00BJZ2DD79,XRS2.DE,Xtrackers Russell 2000 UCITS ETF 1C
IE0002EI5AG0,XDEE.DE,Xtrackers S&P 500 Equal Weight UCITS ETF 2C EUR Hedged
LU0290357176,X57E.DE,Xtrackers II Eurozone Government Bond 5-7 UCITS ETF 1C
LU0322252924,XFVT.DE,Xtrackers Vietnam Swap UCITS ETF 1C
LU1655103486,OP4E.DE,OSSIAM BLOOMBERG EUROPE ex EUROZONE PAB NR 1C EUR
IE0001O84583,BBSD.L,JPMorgan BetaBuilders US Small Cap Equity ETF USD Income
IE00B3CNHJ55,ETLZ.DE,L&G Russell 2000 US Small Cap Quality UCITS ETF USD Accumulate
IE0006GUEKQ7,LNXC.DE,Investlinx Capital Appreciation UCITS ETF
IE00BDDRDY39,JMBE.DE,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF
IE00BX7RR706,UBUS.DE,UBS Factor MSCI USA Prime Value Screened UCITS ETF USD dis
LU1681038839,RS2U.PA,Amundi Index Solutions - Amundi Russell 2000 ETF-C USD
LU0378818560,KV4.SI,Xtrackers II Singapore Government Bond UCITS ETF 1C
